Solution Algo,Maze Algo,Multiple,Size,Time,Nv,Nde,Steps,Path Length,Maze Shortest Path
RIGHT HAND RULE,RECURSIVE_DIVISION,0,601,297005,79520,5297,112850,15189,12997
BFS,DFS,0,601,134025,57133,14573,57132,14799,14799
RIGHT HAND RULE,DFS,0,601,422405,91089,41653,167378,14799,14799
BFS,PRIM,0,601,335263,156445,25354,156444,1411,1411
RIGHT HAND RULE,PRIM,0,601,268764,53583,17018,105754,1411,1411
BFS,HUNT_AND_KILL,0,601,375404,176046,34383,176045,1279,1279
RIGHT HAND RULE,HUNT_AND_KILL,0,601,579965,111203,43290,221126,1279,1279
BFS,RECURSIVE_DIVISION,0,601,207690,93042,3224,93041,4179,4179
RIGHT HAND RULE,RECURSIVE_DIVISION,0,601,646708,151658,11235,230122,4871,4179
BFS,DFS,0,601,146323,63353,16115,63352,15911,15911
RIGHT HAND RULE,DFS,0,601,333636,73791,32732,131670,15911,15911
BFS,PRIM,0,601,378270,177566,28817,177565,1483,1483
RIGHT HAND RULE,PRIM,0,601,766486,146313,47270,291142,1483,1483
BFS,HUNT_AND_KILL,0,601,337666,157691,30882,157690,1423,1423
RIGHT HAND RULE,HUNT_AND_KILL,0,601,192742,39235,15044,77046,1423,1423
BFS,RECURSIVE_DIVISION,0,601,342246,157314,5544,157313,7025,7025
RIGHT HAND RULE,RECURSIVE_DIVISION,0,601,597219,141890,10407,211694,8343,7025
BFS,DFS,0,601,122232,51798,13227,51797,12111,12111
RIGHT HAND RULE,DFS,0,601,387625,82071,37869,152030,12111,12111
BFS,PRIM,0,601,231920,106612,17169,106611,1295,1295
RIGHT HAND RULE,PRIM,0,601,409870,79827,25703,158358,1295,1295
BFS,HUNT_AND_KILL,0,601,378016,177265,34769,177264,1351,1351
RIGHT HAND RULE,HUNT_AND_KILL,0,601,640454,123551,48493,245750,1351,1351
BFS,RECURSIVE_DIVISION,0,601,410095,189738,6491,189737,8885,8885
RIGHT HAND RULE,RECURSIVE_DIVISION,0,601,238150,60517,4013,86918,10419,8885
BFS,DFS,0,601,164442,72248,18253,72247,13867,13867
RIGHT HAND RULE,DFS,0,601,240198,55459,24092,97050,13867,13867
BFS,PRIM,0,601,172328,76974,12265,76973,1375,1375
RIGHT HAND RULE,PRIM,0,601,616988,117345,37801,233314,1375,1375
BFS,HUNT_AND_KILL,0,601,383763,180001,35284,180000,1255,1255
RIGHT HAND RULE,HUNT_AND_KILL,0,601,409102,81273,31676,161290,1255,1255
BFS,RECURSIVE_DIVISION,0,601,445617,207249,6812,207248,13309,13309
RIGHT HAND RULE,RECURSIVE_DIVISION,0,601,508141,128530,8677,189060,15541,13309
BFS,DFS,0,601,333841,153759,38441,153758,28075,28075
RIGHT HAND RULE,DFS,0,601,512459,113079,49287,198082,28075,28075
BFS,PRIM,0,601,249207,114795,18381,114794,1455,1455
RIGHT HAND RULE,PRIM,0,601,240653,49261,15749,97066,1455,1455
BFS,HUNT_AND_KILL,0,601,359992,168638,33111,168637,1379,1379
RIGHT HAND RULE,HUNT_AND_KILL,0,601,218042,44125,17076,86870,1379,1379
BFS,RECURSIVE_DIVISION,0,601,275698,125374,4555,125373,6831,6831
RIGHT HAND RULE,RECURSIVE_DIVISION,0,601,592221,143615,10759,215270,8007,6831
BFS,DFS,15,601,156668,68611,17120,68610,12191,12191
RIGHT HAND RULE,DFS,15,601,203842,47431,19939,80998,12899,12191
BFS,PRIM,15,601,382794,180016,29099,180015,1303,1303
RIGHT HAND RULE,PRIM,15,601,332780,67441,21579,132834,1303,1303
BFS,HUNT_AND_KILL,15,601,190928,86178,16757,86177,1263,1263
RIGHT HAND RULE,HUNT_AND_KILL,15,601,333539,65582,25202,129766,1267,1263
BFS,RECURSIVE_DIVISION,15,601,450296,209136,7483,209135,11465,11465
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,511183,124432,8995,181926,13611,11465
BFS,DFS,15,601,265736,121059,30322,121058,22235,22235
RIGHT HAND RULE,DFS,15,601,371966,83735,36081,145162,22295,22235
BFS,PRIM,15,601,383061,180015,29325,180014,1327,1327
RIGHT HAND RULE,PRIM,15,601,540103,103791,33682,205928,1347,1327
BFS,HUNT_AND_KILL,15,601,379751,178186,35055,178185,1387,1387
RIGHT HAND RULE,HUNT_AND_KILL,15,601,203382,41419,16052,81342,1387,1387
BFS,RECURSIVE_DIVISION,15,601,373176,172541,6240,172540,7237,7237
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,163209,43128,3068,61872,8511,7237
BFS,DFS,15,601,237039,107667,27021,107666,9791,9791
RIGHT HAND RULE,DFS,15,601,469572,102155,45579,183390,20891,9791
BFS,PRIM,15,601,347153,162310,26083,162309,1399,1399
RIGHT HAND RULE,PRIM,15,601,642862,122486,39087,242682,2095,1399
BFS,HUNT_AND_KILL,15,601,384225,180016,35360,180015,1299,1299
RIGHT HAND RULE,HUNT_AND_KILL,15,601,536013,105370,41027,209062,1547,1299
BFS,RECURSIVE_DIVISION,15,601,421414,195009,6970,195008,9291,9291
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,247359,63378,4337,90924,11273,9291
BFS,DFS,15,601,134041,57517,14570,57516,12547,12547
RIGHT HAND RULE,DFS,15,601,151953,36818,15116,61054,12547,12547
BFS,PRIM,15,601,328977,153437,24691,153436,1683,1683
RIGHT HAND RULE,PRIM,15,601,859110,163392,52577,324296,1751,1683
BFS,HUNT_AND_KILL,15,601,383663,180016,35359,180015,1255,1255
RIGHT HAND RULE,HUNT_AND_KILL,15,601,376073,75006,29172,148398,1255,1255
BFS,RECURSIVE_DIVISION,15,601,452449,209782,7085,209781,12677,12677
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,423571,108323,7467,157228,16183,12677
BFS,DFS,15,601,308845,141975,35655,141974,20407,20407
RIGHT HAND RULE,DFS,15,601,384933,86792,38041,152934,20407,20407
BFS,PRIM,15,601,374169,175400,28294,175399,1715,1715
RIGHT HAND RULE,PRIM,15,601,119738,25366,7897,49006,1715,1715
BFS,HUNT_AND_KILL,15,601,178667,80444,15660,80443,1279,1279
RIGHT HAND RULE,HUNT_AND_KILL,15,601,579058,110505,43236,219504,1279,1279
BFS,RECURSIVE_DIVISION,15,601,450615,209489,7418,209488,11497,11497
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,416134,102800,7362,149246,14019,11497
BFS,DFS,15,601,247589,112985,28189,112984,9331,9331
RIGHT HAND RULE,DFS,15,601,111164,27085,11027,44838,9331,9331
BFS,PRIM,15,601,339702,158766,25572,158765,1591,1591
RIGHT HAND RULE,PRIM,15,601,777765,149029,47985,295486,2115,1591
BFS,HUNT_AND_KILL,15,601,382040,179196,35109,179195,1319,1319
RIGHT HAND RULE,HUNT_AND_KILL,15,601,658469,125494,48900,249602,1319,1319
BFS,RECURSIVE_DIVISION,15,601,215273,96368,3306,96367,6955,6955
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,551223,132243,10044,198506,8191,6955
BFS,DFS,15,601,289700,133354,33391,133353,11991,11991
RIGHT HAND RULE,DFS,15,601,171182,41441,17017,68822,14059,11991
BFS,PRIM,15,601,186756,84255,13398,84254,1307,1307
RIGHT HAND RULE,PRIM,15,601,521171,100563,32372,199470,1307,1307
BFS,HUNT_AND_KILL,15,601,383565,180016,35155,180015,1243,1243
RIGHT HAND RULE,HUNT_AND_KILL,15,601,416574,80668,31189,159996,1247,1243
BFS,RECURSIVE_DIVISION,15,601,426565,198029,6432,198028,10677,10677
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,408711,103899,6922,150470,17009,10677
BFS,DFS,15,601,173385,77128,19309,77127,9731,9731
RIGHT HAND RULE,DFS,15,601,136034,32477,13593,55210,9731,9731
BFS,PRIM,15,601,298273,138668,22383,138667,1379,1379
RIGHT HAND RULE,PRIM,15,601,253502,50734,16271,100026,1407,1379
BFS,HUNT_AND_KILL,15,601,377714,177554,34765,177553,1299,1299
RIGHT HAND RULE,HUNT_AND_KILL,15,601,654023,125478,48978,249382,1307,1299
BFS,RECURSIVE_DIVISION,15,601,319174,146345,5165,146344,4247,4247
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,258063,65533,4691,97870,4941,4247
BFS,DFS,15,601,150050,65597,16617,65596,14151,14151
RIGHT HAND RULE,DFS,15,601,581329,122521,56681,227274,14151,14151
BFS,PRIM,15,601,233438,106989,17268,106988,1387,1387
RIGHT HAND RULE,PRIM,15,601,599288,115512,37267,227918,2999,1387
BFS,HUNT_AND_KILL,15,601,214185,97441,19096,97440,1295,1295
RIGHT HAND RULE,HUNT_AND_KILL,15,601,632698,120997,47158,239908,1295,1295
BFS,RECURSIVE_DIVISION,15,601,376627,173784,6075,173783,8565,8565
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,481985,119638,9055,177868,10407,8565
BFS,DFS,15,601,284906,131231,32680,131230,8271,8271
RIGHT HAND RULE,DFS,15,601,119544,29133,11863,48326,9939,8271
BFS,PRIM,15,601,380537,178659,28908,178658,1327,1327
RIGHT HAND RULE,PRIM,15,601,592317,113162,36608,224548,1327,1327
BFS,HUNT_AND_KILL,15,601,383291,180016,35289,180015,1283,1283
RIGHT HAND RULE,HUNT_AND_KILL,15,601,465199,91424,35557,181412,1283,1283
BFS,RECURSIVE_DIVISION,15,601,451336,209279,7506,209278,11977,11977
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,352590,90735,6537,132242,14151,11977
BFS,DFS,15,601,154976,67714,17100,67713,12091,12091
RIGHT HAND RULE,DFS,15,601,611266,126978,59961,240018,13059,12091
BFS,PRIM,15,601,204037,92627,14899,92626,1335,1335
RIGHT HAND RULE,PRIM,15,601,322344,64171,20648,126608,1383,1335
BFS,HUNT_AND_KILL,15,601,380372,178384,34994,178383,1231,1231
RIGHT HAND RULE,HUNT_AND_KILL,15,601,386421,75927,29643,150578,1235,1231
BFS,RECURSIVE_DIVISION,15,601,450138,208842,7018,208841,12133,12133
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,398499,102499,7119,148886,14937,12133
BFS,DFS,15,601,345536,159781,40001,159780,20839,20839
RIGHT HAND RULE,DFS,15,601,406427,90331,39332,158310,22215,20839
BFS,PRIM,15,601,137516,60212,9690,60211,1331,1331
RIGHT HAND RULE,PRIM,15,601,484174,94929,29975,186606,1331,1331
BFS,HUNT_AND_KILL,15,601,371193,174006,34163,174005,1251,1251
RIGHT HAND RULE,HUNT_AND_KILL,15,601,370079,72747,28293,144062,1419,1251
BFS,RECURSIVE_DIVISION,15,601,447962,208469,7313,208468,10343,10343
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,356458,88966,6477,129938,12261,10343
BFS,DFS,15,601,152669,66718,16828,66717,11287,11287
RIGHT HAND RULE,DFS,15,601,176809,42047,17365,70186,13891,11287
BFS,PRIM,15,601,224602,102745,16437,102744,1327,1327
RIGHT HAND RULE,PRIM,15,601,328325,64472,20546,127346,1327,1327
BFS,HUNT_AND_KILL,15,601,231477,106028,20678,106027,1347,1347
RIGHT HAND RULE,HUNT_AND_KILL,15,601,228284,45984,17742,90554,1347,1347
BFS,RECURSIVE_DIVISION,15,601,442419,205173,7011,205172,9937,9937
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,235561,59415,3838,85372,11935,9937
BFS,DFS,15,601,280937,129161,32352,129160,14967,14967
RIGHT HAND RULE,DFS,15,601,374448,82956,36324,146162,19727,14967
BFS,PRIM,15,601,379376,177868,28670,177867,1387,1387
RIGHT HAND RULE,PRIM,15,601,677027,128864,41419,256028,1387,1387
BFS,HUNT_AND_KILL,15,601,283069,131099,25620,131098,1507,1507
RIGHT HAND RULE,HUNT_AND_KILL,15,601,874855,165987,65209,330234,1507,1507
BFS,RECURSIVE_DIVISION,15,601,452097,209978,7094,209977,10781,10781
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,272485,68261,4452,97120,12907,10781
BFS,DFS,15,601,101251,41553,10625,41552,12099,12099
RIGHT HAND RULE,DFS,15,601,229971,51570,22481,90970,12123,12099
BFS,PRIM,15,601,382877,179632,29174,179631,1299,1299
RIGHT HAND RULE,PRIM,15,601,428000,82774,26577,163926,1299,1299
BFS,HUNT_AND_KILL,15,601,320961,149487,29181,149486,1455,1455
RIGHT HAND RULE,HUNT_AND_KILL,15,601,127269,26485,10099,51514,1455,1455
BFS,RECURSIVE_DIVISION,15,601,425133,196838,6557,196837,14705,14705
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,357644,93336,6326,133034,17885,14705
BFS,DFS,15,601,133269,57599,14670,57598,7159,7159
RIGHT HAND RULE,DFS,15,601,167021,37654,16857,68130,7159,7159
BFS,PRIM,15,601,263151,121624,19597,121623,1335,1335
RIGHT HAND RULE,PRIM,15,601,554334,105253,33912,208630,1335,1335
BFS,HUNT_AND_KILL,15,601,383276,180016,35487,180015,1311,1311
RIGHT HAND RULE,HUNT_AND_KILL,15,601,658001,126256,49508,251042,1311,1311
BFS,RECURSIVE_DIVISION,15,601,416938,193425,7001,193424,7639,7639
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,372341,94914,7281,140106,9377,7639
BFS,DFS,15,601,363786,168702,42095,168701,20543,20543
RIGHT HAND RULE,DFS,15,601,545422,117258,52843,212150,22359,20543
BFS,PRIM,15,601,197249,89303,14226,89302,1355,1355
RIGHT HAND RULE,PRIM,15,601,440847,86231,27478,170844,1363,1355
BFS,HUNT_AND_KILL,15,601,383684,180016,35333,180015,1279,1279
RIGHT HAND RULE,HUNT_AND_KILL,15,601,298043,59939,23248,117972,1875,1279
BFS,RECURSIVE_DIVISION,15,601,451400,209267,6912,209266,15807,15807
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,536324,134240,9137,195556,18523,15807
BFS,DFS,15,601,236741,106972,26801,106971,16883,16883
RIGHT HAND RULE,DFS,15,601,432025,94300,42183,170050,17479,16883
BFS,PRIM,15,601,383658,180016,29181,180015,1299,1299
RIGHT HAND RULE,PRIM,15,601,554902,108388,34915,215206,1331,1299
BFS,HUNT_AND_KILL,15,601,318103,148099,28899,148098,1527,1527
RIGHT HAND RULE,HUNT_AND_KILL,15,601,736537,141343,55159,280280,1531,1527
BFS,RECURSIVE_DIVISION,15,601,411533,190406,6562,190405,9459,9459
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,371089,90808,6291,132580,12149,9459
BFS,DFS,15,601,304935,140153,34894,140152,18191,18191
RIGHT HAND RULE,DFS,15,601,236580,56262,23275,94098,18199,18191
BFS,PRIM,15,601,381132,179101,28979,179100,1567,1567
RIGHT HAND RULE,PRIM,15,601,132936,27558,8707,53502,1567,1567
BFS,HUNT_AND_KILL,15,601,341039,159412,31232,159411,1319,1319
RIGHT HAND RULE,HUNT_AND_KILL,15,601,260958,51834,20086,102286,1319,1319
BFS,RECURSIVE_DIVISION,15,601,370989,171508,6386,171507,6217,6217
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,475577,115648,8669,172550,7697,6217
BFS,DFS,15,601,303757,139630,34956,139629,16683,16683
RIGHT HAND RULE,DFS,15,601,454795,97749,44551,178654,16695,16683
BFS,PRIM,15,601,383066,179898,29273,179897,1295,1295
RIGHT HAND RULE,PRIM,15,601,409157,79874,25897,158332,1353,1295
BFS,HUNT_AND_KILL,15,601,216294,98766,19214,98765,1259,1259
RIGHT HAND RULE,HUNT_AND_KILL,15,601,546786,106361,41417,210406,1781,1259
BFS,RECURSIVE_DIVISION,15,601,442271,205665,6990,205664,10525,10525
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,272400,67948,4661,98360,12303,10525
BFS,DFS,15,601,340247,157376,39408,157375,22183,22183
RIGHT HAND RULE,DFS,15,601,460832,102466,45065,180834,22483,22183
BFS,PRIM,15,601,383598,180006,29228,180005,1299,1299
RIGHT HAND RULE,PRIM,15,601,604166,115682,37284,229744,1299,1299
BFS,HUNT_AND_KILL,15,601,151588,67234,13153,67233,1251,1251
RIGHT HAND RULE,HUNT_AND_KILL,15,601,517376,100477,39283,199568,1255,1251
BFS,RECURSIVE_DIVISION,15,601,166758,73079,2677,73078,6437,6437
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,661895,158764,11112,237632,7601,6437
BFS,DFS,15,601,130300,55761,14191,55760,12263,12263
RIGHT HAND RULE,DFS,15,601,274468,61470,27437,110470,12439,12263
BFS,PRIM,15,601,285029,132328,21323,132327,1363,1363
RIGHT HAND RULE,PRIM,15,601,350212,68929,22105,136398,1363,1363
BFS,HUNT_AND_KILL,15,601,326004,152052,29585,152051,1479,1479
RIGHT HAND RULE,HUNT_AND_KILL,15,601,814225,153831,60186,305784,1555,1479
BFS,RECURSIVE_DIVISION,15,601,449208,208215,7358,208214,8899,8899
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,500741,121002,8951,180040,10611,8899
BFS,DFS,15,601,256714,116596,29225,116595,18823,18823
RIGHT HAND RULE,DFS,15,601,402367,89480,39755,159590,18823,18823
BFS,PRIM,15,601,335337,156644,25161,156643,1383,1383
RIGHT HAND RULE,PRIM,15,601,194129,39351,12534,77252,1387,1383
BFS,HUNT_AND_KILL,15,601,382971,180016,35264,180015,1291,1291
RIGHT HAND RULE,HUNT_AND_KILL,15,601,631664,121424,47257,241430,1295,1291
BFS,RECURSIVE_DIVISION,15,601,419726,194014,6903,194013,13893,13893
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,430853,104927,7477,151196,16885,13893
BFS,DFS,15,601,262938,120347,30193,120346,13243,13243
RIGHT HAND RULE,DFS,15,601,213959,49134,20990,84850,13411,13243
BFS,PRIM,15,601,306713,142266,22939,142265,1451,1451
RIGHT HAND RULE,PRIM,15,601,744033,140590,45273,279220,1455,1451
BFS,HUNT_AND_KILL,15,601,383801,180013,35296,180012,1239,1239
RIGHT HAND RULE,HUNT_AND_KILL,15,601,305661,61314,23700,121350,1239,1239
BFS,RECURSIVE_DIVISION,15,601,444835,205784,6912,205783,16491,16491
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,507663,128093,8647,186312,19601,16491
BFS,DFS,15,601,109749,45892,11737,45891,10071,10071
RIGHT HAND RULE,DFS,15,601,425497,91297,42272,169626,10143,10071
BFS,PRIM,15,601,307490,143228,23073,143227,1643,1643
RIGHT HAND RULE,PRIM,15,601,90363,19694,6154,37738,1643,1643
BFS,HUNT_AND_KILL,15,601,223036,101959,19858,101958,1245,1245
RIGHT HAND RULE,HUNT_AND_KILL,15,601,345757,68485,26538,135674,1247,1245
BFS,RECURSIVE_DIVISION,15,601,450366,209244,7343,209243,12219,12219
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,329691,86302,6111,124286,14357,12219
BFS,DFS,15,601,110014,45886,11620,45885,11075,11075
RIGHT HAND RULE,DFS,15,601,613997,131351,59528,238666,11079,11075
BFS,PRIM,15,601,258983,119508,19226,119507,1535,1535
RIGHT HAND RULE,PRIM,15,601,235771,47748,15167,93668,1767,1535
BFS,HUNT_AND_KILL,15,601,349928,163603,31942,163602,1307,1307
RIGHT HAND RULE,HUNT_AND_KILL,15,601,391516,76840,29816,151978,1307,1307
BFS,RECURSIVE_DIVISION,15,601,418666,193940,6550,193939,15951,15951
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,357389,93862,6280,133988,18965,15951
BFS,DFS,15,601,164914,71989,18232,71988,16727,16727
RIGHT HAND RULE,DFS,15,601,566115,121641,55321,221718,16731,16727
BFS,PRIM,15,601,380108,178127,28879,178126,1471,1471
RIGHT HAND RULE,PRIM,15,601,635347,122543,39557,243100,1599,1471
BFS,HUNT_AND_KILL,15,601,253936,116911,22767,116910,1295,1295
RIGHT HAND RULE,HUNT_AND_KILL,15,601,396036,77771,30353,154086,1315,1295
BFS,RECURSIVE_DIVISION,15,601,288144,131529,4574,131528,4737,4737
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,325846,82495,6151,122020,5561,4737
BFS,DFS,15,601,127882,54450,13728,54449,13155,13155
RIGHT HAND RULE,DFS,15,601,178222,42224,17550,71142,13283,13155
BFS,PRIM,15,601,383417,179983,29264,179982,1307,1307
RIGHT HAND RULE,PRIM,15,601,381627,75616,24269,149766,1343,1307
BFS,HUNT_AND_KILL,15,601,380307,178045,34927,178044,1279,1279
RIGHT HAND RULE,HUNT_AND_KILL,15,601,442089,86156,33567,170874,1287,1279
BFS,RECURSIVE_DIVISION,15,601,395492,182760,6117,182759,11103,11103
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,427444,102785,7093,150708,13053,11103
BFS,DFS,15,601,307563,142282,35510,142281,11787,11787
RIGHT HAND RULE,DFS,15,601,154084,37165,15290,61878,12451,11787
BFS,PRIM,15,601,305597,142626,23004,142625,1319,1319
RIGHT HAND RULE,PRIM,15,601,547626,105142,33915,208606,1319,1319
BFS,HUNT_AND_KILL,15,601,142680,62816,12215,62815,1287,1287
RIGHT HAND RULE,HUNT_AND_KILL,15,601,584125,112534,43956,223594,1287,1287
BFS,RECURSIVE_DIVISION,15,601,448767,208396,7361,208395,8917,8917
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,303116,78950,5518,114412,10721,8917
BFS,DFS,15,601,91173,36752,9375,36751,10251,10251
RIGHT HAND RULE,DFS,15,601,346923,73507,33687,136070,10251,10251
BFS,PRIM,15,601,322397,150178,24104,150177,1307,1307
RIGHT HAND RULE,PRIM,15,601,387301,75617,24369,149694,1395,1307
BFS,HUNT_AND_KILL,15,601,383325,180016,35354,180015,1291,1291
RIGHT HAND RULE,HUNT_AND_KILL,15,601,546465,107629,41744,212442,1291,1291
BFS,RECURSIVE_DIVISION,15,601,443127,205285,6887,205284,14005,14005
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,322272,85198,5630,122952,16563,14005
BFS,DFS,15,601,336097,154755,38402,154754,28491,28491
RIGHT HAND RULE,DFS,15,601,489743,110403,47439,191034,28803,28491
BFS,PRIM,15,601,382655,180016,29243,180015,1411,1411
RIGHT HAND RULE,PRIM,15,601,528842,103674,33423,205450,1411,1411
BFS,HUNT_AND_KILL,15,601,275156,127251,24709,127250,1395,1395
RIGHT HAND RULE,HUNT_AND_KILL,15,601,727220,137138,53361,272484,1395,1395
BFS,RECURSIVE_DIVISION,15,601,441848,205190,7336,205189,7927,7927
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,296641,76182,5418,111894,9425,7927
BFS,DFS,15,601,121504,51326,12909,51325,14211,14211
RIGHT HAND RULE,DFS,15,601,784006,158977,75537,303426,14319,14211
BFS,PRIM,15,601,203078,92373,14848,92372,1479,1479
RIGHT HAND RULE,PRIM,15,601,191401,38922,12427,76342,1479,1479
BFS,HUNT_AND_KILL,15,601,284717,131788,25797,131787,1467,1467
RIGHT HAND RULE,HUNT_AND_KILL,15,601,257227,52219,20176,102664,1467,1467
BFS,RECURSIVE_DIVISION,15,601,399422,184887,6748,184886,7199,7199
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,236386,60096,4420,86822,8475,7199
BFS,DFS,15,601,305364,140997,35065,140996,13691,13691
RIGHT HAND RULE,DFS,15,601,289955,67577,28523,115186,19823,13691
BFS,PRIM,15,601,381005,178694,28890,178693,1363,1363
RIGHT HAND RULE,PRIM,15,601,651110,123305,39689,245094,1371,1363
BFS,HUNT_AND_KILL,15,601,383778,180010,35437,180009,1251,1251
RIGHT HAND RULE,HUNT_AND_KILL,15,601,520750,100867,39428,200266,1251,1251
BFS,RECURSIVE_DIVISION,15,601,450694,209261,7654,209260,8983,8983
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,507919,126524,9666,188228,11135,8983
BFS,DFS,15,601,228452,102938,25958,102937,16767,16767
RIGHT HAND RULE,DFS,15,601,343472,76963,33602,135334,17803,16767
BFS,PRIM,15,601,263834,121909,19387,121908,1319,1319
RIGHT HAND RULE,PRIM,15,601,564406,108045,34731,214606,1319,1319
BFS,HUNT_AND_KILL,15,601,383216,180016,35430,180015,1235,1235
RIGHT HAND RULE,HUNT_AND_KILL,15,601,428394,83103,32325,164178,1235,1235
BFS,RECURSIVE_DIVISION,15,601,452863,210162,7153,210161,13769,13769
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,440233,112005,7479,162774,16961,13769
BFS,DFS,15,601,119003,50034,12793,50033,13647,13647
RIGHT HAND RULE,DFS,15,601,380377,84043,37417,150638,13647,13647
BFS,PRIM,15,601,383692,179933,29158,179932,1359,1359
RIGHT HAND RULE,PRIM,15,601,352795,70306,22503,139036,1363,1359
BFS,HUNT_AND_KILL,15,601,331805,154875,30294,154874,1415,1415
RIGHT HAND RULE,HUNT_AND_KILL,15,601,749069,141881,55243,281662,1415,1415
BFS,RECURSIVE_DIVISION,15,601,450435,209447,6866,209446,9405,9405
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,551041,135996,9149,200644,11079,9405
BFS,DFS,15,601,189283,84270,21093,84269,16067,16067
RIGHT HAND RULE,DFS,15,601,454115,100758,44717,179566,21755,16067
BFS,PRIM,15,601,364926,170877,27532,170876,1379,1379
RIGHT HAND RULE,PRIM,15,601,652976,125780,40187,247866,2435,1379
BFS,HUNT_AND_KILL,15,601,366392,171615,33648,171614,1427,1427
RIGHT HAND RULE,HUNT_AND_KILL,15,601,762312,145994,57167,290414,1427,1427
BFS,RECURSIVE_DIVISION,15,601,293726,133844,4826,133843,7507,7507
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,181217,48808,3338,69630,9655,7507
BFS,DFS,15,601,231451,104354,26040,104353,16899,16899
RIGHT HAND RULE,DFS,15,601,242469,57497,24111,97454,17539,16899
BFS,PRIM,15,601,377030,176757,28699,176756,1471,1471
RIGHT HAND RULE,PRIM,15,601,262904,52922,16924,104178,1471,1471
BFS,HUNT_AND_KILL,15,601,383021,180016,35213,180015,1279,1279
RIGHT HAND RULE,HUNT_AND_KILL,15,601,667004,127256,49538,253102,1279,1279
BFS,RECURSIVE_DIVISION,15,601,398902,184647,6536,184646,8507,8507
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,311395,78544,5781,115558,10299,8507
BFS,DFS,15,601,272024,123598,30898,123597,25271,25271
RIGHT HAND RULE,DFS,15,601,354597,82731,34523,139450,25799,25271
BFS,PRIM,15,601,380011,178845,28966,178844,1375,1375
RIGHT HAND RULE,PRIM,15,601,212752,43122,13777,84862,1375,1375
BFS,HUNT_AND_KILL,15,601,302143,140478,27242,140477,1399,1399
RIGHT HAND RULE,HUNT_AND_KILL,15,601,143625,30007,11495,58564,1431,1399
BFS,RECURSIVE_DIVISION,15,601,380498,175649,5605,175648,5779,5779
RIGHT HAND RULE,RECURSIVE_DIVISION,15,601,431513,108633,7303,161562,6799,5779
BFS,DFS,15,601,115900,48718,12529,48717,10751,10751
