Solution Algo,Maze Algo,Multiple,Size,Time,Nv,Nde,Steps,Path Length,Maze Shortest Path
BFS,RECURSIVE_DIVISION,0,441,78211,112776,3978,112775,6143,6143
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,40375,35383,2486,50378,7195,6143
BFS,DFS,0,441,32122,44865,11340,44864,11567,11567
RIGHT HAND RULE,DFS,0,441,54992,41989,17944,72410,11567,11567
BFS,PRIM,0,441,46791,67419,10837,67418,1023,1023
RIGHT HAND RULE,PRIM,0,441,39893,27333,8772,53642,1023,1023
BFS,HUNT_AND_KILL,0,441,25490,36591,7077,36590,907,907
RIGHT HAND RULE,HUNT_AND_KILL,0,441,67523,45421,17581,89934,907,907
BFS,RECURSIVE_DIVISION,0,441,69597,102645,3698,102644,5089,5089
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,65338,53769,3957,79330,6057,5089
BFS,DFS,0,441,51652,74836,18831,74835,13779,13779
RIGHT HAND RULE,DFS,0,441,57092,44777,18910,75774,13779,13779
BFS,PRIM,0,441,64935,96773,15624,96772,995,995
RIGHT HAND RULE,PRIM,0,441,49341,33803,10792,66610,995,995
BFS,HUNT_AND_KILL,0,441,54747,79829,15563,79828,1031,1031
RIGHT HAND RULE,HUNT_AND_KILL,0,441,35837,24929,9598,48826,1031,1031
BFS,RECURSIVE_DIVISION,0,441,68639,98822,3512,98821,5607,5607
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,71607,58406,4080,85204,6579,5607
BFS,DFS,0,441,26244,36666,9277,36665,8323,8323
RIGHT HAND RULE,DFS,0,441,105708,72933,34182,137542,8323,8323
BFS,PRIM,0,441,62512,92201,14794,92200,947,947
RIGHT HAND RULE,PRIM,0,441,69543,46323,14797,91698,947,947
BFS,HUNT_AND_KILL,0,441,64577,94701,18426,94700,983,983
RIGHT HAND RULE,HUNT_AND_KILL,0,441,102720,67745,26167,134506,983,983
BFS,RECURSIVE_DIVISION,0,441,75906,109295,3710,109294,9519,9519
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,57402,48789,3412,68688,11239,9519
BFS,DFS,0,441,24147,33210,8392,33209,8331,8331
RIGHT HAND RULE,DFS,0,441,78543,56037,25783,103742,8331,8331
BFS,PRIM,0,441,65805,96785,15662,96784,1043,1043
RIGHT HAND RULE,PRIM,0,441,30739,21407,6739,41770,1043,1043
BFS,HUNT_AND_KILL,0,441,48725,70217,13648,70216,959,959
RIGHT HAND RULE,HUNT_AND_KILL,0,441,38607,26637,10263,52314,959,959
BFS,RECURSIVE_DIVISION,0,441,77418,111997,4006,111996,6605,6605
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,88763,71008,5220,105434,7893,6605
BFS,DFS,0,441,23677,32162,8173,32161,8503,8503
RIGHT HAND RULE,DFS,0,441,64531,46811,21064,85118,8503,8503
BFS,PRIM,0,441,27813,39548,6333,39547,987,987
RIGHT HAND RULE,PRIM,0,441,73413,48511,15515,96034,987,987
BFS,HUNT_AND_KILL,0,441,65816,96642,18970,96641,959,959
RIGHT HAND RULE,HUNT_AND_KILL,0,441,34552,24253,9296,47546,959,959
BFS,RECURSIVE_DIVISION,0,441,73497,106154,3794,106153,7129,7129
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,77165,62459,4601,91176,8605,7129
BFS,DFS,0,441,44282,63353,15952,63352,14979,14979
RIGHT HAND RULE,DFS,0,441,74716,56467,24377,97954,14979,14979
BFS,PRIM,0,441,55051,82070,13082,82069,1091,1091
RIGHT HAND RULE,PRIM,0,441,125097,81801,26274,162510,1091,1091
BFS,HUNT_AND_KILL,0,441,24090,34494,6669,34493,943,943
RIGHT HAND RULE,HUNT_AND_KILL,0,441,56433,38885,14962,76826,943,943
BFS,RECURSIVE_DIVISION,0,441,77568,112647,3739,112646,9089,9089
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,57772,50452,3221,71984,10797,9089
BFS,DFS,0,441,63828,92369,22966,92368,16599,16599
RIGHT HAND RULE,DFS,0,441,93139,68663,30021,120726,16599,16599
BFS,PRIM,0,441,65539,96801,15720,96800,963,963
RIGHT HAND RULE,PRIM,0,441,61837,42371,13559,83778,963,963
BFS,HUNT_AND_KILL,0,441,64157,96801,19000,96800,931,931
RIGHT HAND RULE,HUNT_AND_KILL,0,441,78951,52983,20678,105034,931,931
BFS,RECURSIVE_DIVISION,0,441,76659,112701,4159,112700,7987,7987
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,63008,52834,3959,76000,9541,7987
BFS,DFS,0,441,39085,55632,14031,55631,7563,7563
RIGHT HAND RULE,DFS,0,441,57497,42283,19155,77002,7563,7563
BFS,PRIM,0,441,64834,96776,15571,96775,1007,1007
RIGHT HAND RULE,PRIM,0,441,91903,61185,19528,121362,1007,1007
BFS,HUNT_AND_KILL,0,441,64503,96801,19056,96800,935,935
RIGHT HAND RULE,HUNT_AND_KILL,0,441,94836,63799,25050,126662,935,935
BFS,RECURSIVE_DIVISION,0,441,76566,110900,3863,110899,7991,7991
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,44191,38393,2654,54290,9429,7991
BFS,DFS,0,441,56358,82101,20454,82100,15351,15351
RIGHT HAND RULE,DFS,0,441,57721,45231,18594,75110,15351,15351
BFS,PRIM,0,441,59649,89209,14277,89208,963,963
RIGHT HAND RULE,PRIM,0,441,54663,36749,11828,72534,963,963
BFS,HUNT_AND_KILL,0,441,59425,87511,17064,87510,1103,1103
RIGHT HAND RULE,HUNT_AND_KILL,0,441,22016,15829,5946,30554,1103,1103
BFS,RECURSIVE_DIVISION,0,441,77130,112762,3964,112761,11361,11361
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,65168,55439,3736,78304,13639,11361
BFS,DFS,0,441,59647,86596,21671,86595,12467,12467
RIGHT HAND RULE,DFS,0,441,76303,56545,25079,100622,12467,12467
BFS,PRIM,0,441,64079,93896,15106,93895,991,991
RIGHT HAND RULE,PRIM,0,441,107506,70435,22632,139878,991,991
BFS,HUNT_AND_KILL,0,441,65606,96415,18924,96414,935,935
RIGHT HAND RULE,HUNT_AND_KILL,0,441,92924,62357,24309,123778,935,935
BFS,RECURSIVE_DIVISION,0,441,69641,102832,3670,102831,6237,6237
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,74831,61845,4493,90608,7555,6237
BFS,DFS,0,441,36099,52125,13092,52124,11043,11043
RIGHT HAND RULE,DFS,0,441,89540,64381,29239,117718,11043,11043
BFS,PRIM,0,441,64711,96670,15696,96669,1007,1007
RIGHT HAND RULE,PRIM,0,441,47543,32331,10334,63654,1007,1007
BFS,HUNT_AND_KILL,0,441,56462,84055,16436,84054,967,967
RIGHT HAND RULE,HUNT_AND_KILL,0,441,111554,73215,28689,145462,967,967
BFS,RECURSIVE_DIVISION,0,441,74726,108326,3861,108325,7597,7597
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,70372,59911,4393,87158,9135,7597
BFS,DFS,0,441,60578,87336,21692,87335,16203,16203
RIGHT HAND RULE,DFS,0,441,73741,55753,23580,95302,16203,16203
BFS,PRIM,0,441,62780,91996,14847,91995,1083,1083
RIGHT HAND RULE,PRIM,0,441,114311,73383,23584,145682,1083,1083
BFS,HUNT_AND_KILL,0,441,59609,86480,16881,86479,1051,1051
RIGHT HAND RULE,HUNT_AND_KILL,0,441,129254,82879,32384,164706,1051,1051
BFS,RECURSIVE_DIVISION,0,441,69169,100191,3575,100190,9739,9739
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,86384,71218,4994,102278,11499,9739
BFS,DFS,0,441,53214,77782,19442,77781,17311,17311
RIGHT HAND RULE,DFS,0,441,76893,56847,23935,96382,17311,17311
BFS,PRIM,0,441,65899,96607,15606,96606,943,943
RIGHT HAND RULE,PRIM,0,441,83362,54799,17488,108654,943,943
BFS,HUNT_AND_KILL,0,441,56707,84348,16497,84347,963,963
RIGHT HAND RULE,HUNT_AND_KILL,0,441,92320,60817,23759,120670,963,963
BFS,RECURSIVE_DIVISION,0,441,74319,107858,3490,107857,9135,9135
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,74539,63561,4138,93534,10817,9135
BFS,DFS,0,441,62185,89216,22273,89215,15103,15103
RIGHT HAND RULE,DFS,0,441,62708,48771,20556,82438,15103,15103
BFS,PRIM,0,441,64097,93419,15150,93418,1075,1075
RIGHT HAND RULE,PRIM,0,441,107643,71053,22791,141030,1075,1075
BFS,HUNT_AND_KILL,0,441,65593,96801,19073,96800,915,915
RIGHT HAND RULE,HUNT_AND_KILL,0,441,74423,50191,19564,99466,915,915
BFS,RECURSIVE_DIVISION,0,441,41827,60016,2163,60015,4167,4167
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,25130,22879,1702,32618,4843,4167
BFS,DFS,0,441,52415,75488,18945,75487,14779,14779
RIGHT HAND RULE,DFS,0,441,68882,52249,22287,89718,14779,14779
BFS,PRIM,0,441,42748,62185,9845,62184,1027,1027
RIGHT HAND RULE,PRIM,0,441,44529,30581,9701,60134,1027,1027
BFS,HUNT_AND_KILL,0,441,66267,94515,18546,94514,1111,1111
RIGHT HAND RULE,HUNT_AND_KILL,0,441,36608,25275,9622,49438,1111,1111
BFS,RECURSIVE_DIVISION,0,441,70717,102313,3637,102312,7439,7439
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,67883,58363,4085,84162,8673,7439
BFS,DFS,0,441,30513,43315,11013,43314,7411,7411
RIGHT HAND RULE,DFS,0,441,49413,36483,16260,65554,7411,7411
BFS,PRIM,0,441,29129,41076,6597,41075,931,931
RIGHT HAND RULE,PRIM,0,441,82492,54813,17584,108694,931,931
BFS,HUNT_AND_KILL,0,441,64491,94190,18466,94189,1003,1003
RIGHT HAND RULE,HUNT_AND_KILL,0,441,113417,74839,29246,148674,1003,1003
BFS,RECURSIVE_DIVISION,0,441,77037,112440,4160,112439,5607,5607
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,91057,75365,6010,111794,6679,5607
BFS,DFS,0,441,61475,89028,22232,89027,19415,19415
RIGHT HAND RULE,DFS,0,441,84514,64835,27510,110254,19415,19415
BFS,PRIM,0,441,65233,96575,15724,96574,999,999
RIGHT HAND RULE,PRIM,0,441,72597,48637,15707,96274,999,999
BFS,HUNT_AND_KILL,0,441,49778,73364,14236,73363,1051,1051
RIGHT HAND RULE,HUNT_AND_KILL,0,441,28690,20373,7751,39694,1051,1051
BFS,RECURSIVE_DIVISION,0,441,65593,95877,3556,95876,4813,4813
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,83474,67177,5195,100002,5779,4813
BFS,DFS,0,441,15853,21671,5440,21670,5567,5567
RIGHT HAND RULE,DFS,0,441,21100,17029,6989,28490,5567,5567
BFS,PRIM,0,441,66674,96781,15636,96780,951,951
RIGHT HAND RULE,PRIM,0,441,53541,36299,11560,71646,951,951
BFS,HUNT_AND_KILL,0,441,62243,91022,17865,91021,955,955
RIGHT HAND RULE,HUNT_AND_KILL,0,441,55132,36941,14252,72926,955,955
BFS,RECURSIVE_DIVISION,0,441,67960,98291,3653,98290,6085,6085
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,80274,65658,5147,96946,7177,6085
BFS,DFS,0,441,42812,52758,13417,52757,10647,10647
RIGHT HAND RULE,DFS,0,441,90467,61589,27937,112530,10647,10647
BFS,PRIM,0,441,72833,96801,15645,96800,959,959
RIGHT HAND RULE,PRIM,0,441,68027,44487,14245,88014,959,959
BFS,HUNT_AND_KILL,0,441,68650,93242,18187,93241,1087,1087
RIGHT HAND RULE,HUNT_AND_KILL,0,441,136777,81921,31814,162754,1087,1087
BFS,RECURSIVE_DIVISION,0,441,79928,113037,4033,113036,9155,9155
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,53243,46820,3265,65626,10873,9155
BFS,DFS,0,441,23423,31968,8157,31967,7287,7287
RIGHT HAND RULE,DFS,0,441,34791,26881,11462,46474,7287,7287
BFS,PRIM,0,441,64542,94943,15313,94942,1011,1011
RIGHT HAND RULE,PRIM,0,441,45311,31041,9938,61070,1011,1011
BFS,HUNT_AND_KILL,0,441,49188,71995,14036,71994,1091,1091
RIGHT HAND RULE,HUNT_AND_KILL,0,441,129819,85013,33193,168934,1091,1091
BFS,RECURSIVE_DIVISION,0,441,76808,112347,4042,112346,6485,6485
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,95003,78653,5685,115298,7579,6485
BFS,DFS,0,441,41881,60253,15115,60252,10843,10843
RIGHT HAND RULE,DFS,0,441,69427,51531,22903,92218,10843,10843
BFS,PRIM,0,441,38889,56566,9101,56565,987,987
RIGHT HAND RULE,PRIM,0,441,84183,55533,17764,110078,987,987
BFS,HUNT_AND_KILL,0,441,36583,53506,10396,53505,951,951
RIGHT HAND RULE,HUNT_AND_KILL,0,441,37470,26519,10175,52086,951,951
BFS,RECURSIVE_DIVISION,0,441,77513,112419,4034,112418,7653,7653
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,70307,59839,4317,87036,8907,7653
BFS,DFS,0,441,20321,28342,7173,28341,5091,5091
RIGHT HAND RULE,DFS,0,441,108544,73965,35447,142838,5091,5091
BFS,PRIM,0,441,40039,57507,9191,57506,1075,1075
RIGHT HAND RULE,PRIM,0,441,98293,64771,20963,128466,1075,1075
BFS,HUNT_AND_KILL,0,441,65491,96770,18903,96769,887,887
RIGHT HAND RULE,HUNT_AND_KILL,0,441,53730,37561,14529,74234,887,887
BFS,RECURSIVE_DIVISION,0,441,77136,112674,4006,112673,8065,8065
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,79090,66719,4881,96470,9475,8065
BFS,DFS,0,441,62034,90561,22600,90560,14355,14355
RIGHT HAND RULE,DFS,0,441,77798,58767,25659,103178,14355,14355
BFS,PRIM,0,441,42893,63031,10187,63030,1071,1071
RIGHT HAND RULE,PRIM,0,441,44298,30811,9788,60550,1071,1071
BFS,HUNT_AND_KILL,0,441,64948,96801,19008,96800,995,995
RIGHT HAND RULE,HUNT_AND_KILL,0,441,107636,71469,27906,141942,995,995
BFS,RECURSIVE_DIVISION,0,441,24880,34745,1130,34744,2011,2011
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,13637,12884,866,18756,2359,2011
BFS,DFS,0,441,17626,22937,5906,22936,5991,5991
RIGHT HAND RULE,DFS,0,441,112895,76937,36847,147882,5991,5991
BFS,PRIM,0,441,64151,95321,15490,95320,971,971
RIGHT HAND RULE,PRIM,0,441,64558,43265,13894,85558,971,971
BFS,HUNT_AND_KILL,0,441,64974,96801,18876,96800,923,923
RIGHT HAND RULE,HUNT_AND_KILL,0,441,66946,46437,17902,91950,923,923
BFS,RECURSIVE_DIVISION,0,441,70306,102529,3581,102528,8247,8247
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,55536,47827,3295,68274,9605,8247
BFS,DFS,0,441,42735,61680,15529,61679,13859,13859
RIGHT HAND RULE,DFS,0,441,68783,52725,22787,91590,13859,13859
BFS,PRIM,0,441,64576,96801,15727,96800,1035,1035
RIGHT HAND RULE,PRIM,0,441,88478,59569,19214,118102,1035,1035
BFS,HUNT_AND_KILL,0,441,45265,66159,12889,66158,979,979
RIGHT HAND RULE,HUNT_AND_KILL,0,441,96278,63349,24740,125718,979,979
BFS,RECURSIVE_DIVISION,0,441,31757,45808,1644,45807,3921,3921
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,95545,76962,5836,114648,4663,3921
BFS,DFS,0,441,33216,47215,11896,47214,10567,10567
RIGHT HAND RULE,DFS,0,441,48373,37749,16047,64930,10567,10567
BFS,PRIM,0,441,45871,66884,10725,66883,975,975
RIGHT HAND RULE,PRIM,0,441,68774,46057,14754,91138,975,975
BFS,HUNT_AND_KILL,0,441,60722,90013,17689,90012,1115,1115
RIGHT HAND RULE,HUNT_AND_KILL,0,441,14137,10707,3935,20298,1115,1115
BFS,RECURSIVE_DIVISION,0,441,77051,112000,4000,111999,6493,6493
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,74087,62274,4496,91660,7715,6493
BFS,DFS,0,441,24351,34085,8663,34084,6851,6851
RIGHT HAND RULE,DFS,0,441,60762,44269,20317,81686,6851,6851
BFS,PRIM,0,441,58495,86448,14032,86447,1171,1171
RIGHT HAND RULE,PRIM,0,441,31104,22243,7012,43314,1171,1171
BFS,HUNT_AND_KILL,0,441,55864,81003,15870,81002,1063,1063
RIGHT HAND RULE,HUNT_AND_KILL,0,441,22336,16125,6130,31186,1063,1063
BFS,RECURSIVE_DIVISION,0,441,74087,108588,3710,108587,7803,7803
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,57260,48437,3133,69174,9049,7803
BFS,DFS,0,441,22546,30995,7908,30994,8383,8383
RIGHT HAND RULE,DFS,0,441,32780,26009,10863,43634,8383,8383
BFS,PRIM,0,441,65316,96785,15666,96784,1003,1003
RIGHT HAND RULE,PRIM,0,441,66018,44151,14184,87298,1003,1003
BFS,HUNT_AND_KILL,0,441,47700,71217,13749,71216,915,915
RIGHT HAND RULE,HUNT_AND_KILL,0,441,75807,50885,19780,100854,915,915
BFS,RECURSIVE_DIVISION,0,441,73535,108861,3789,108860,6091,6091
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,73855,61424,4435,90626,7135,6091
BFS,DFS,0,441,35300,50613,12725,50612,13955,13955
RIGHT HAND RULE,DFS,0,441,61784,47977,20307,81998,13955,13955
BFS,PRIM,0,441,66865,96772,15713,96771,963,963
RIGHT HAND RULE,PRIM,0,441,48021,32721,10512,64478,963,963
BFS,HUNT_AND_KILL,0,441,59097,87298,16999,87297,927,927
RIGHT HAND RULE,HUNT_AND_KILL,0,441,67993,45591,17568,90254,927,927
BFS,RECURSIVE_DIVISION,0,441,35790,51224,1935,51223,2551,2551
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,16093,14489,1072,20796,2993,2551
BFS,DFS,0,441,51638,75526,18932,75525,14007,14007
RIGHT HAND RULE,DFS,0,441,87293,64175,28468,114342,14007,14007
BFS,PRIM,0,441,64750,96801,15777,96800,963,963
RIGHT HAND RULE,PRIM,0,441,79177,52181,16843,103398,963,963
BFS,HUNT_AND_KILL,0,441,64840,96800,18872,96799,907,907
RIGHT HAND RULE,HUNT_AND_KILL,0,441,91865,61769,23990,122630,907,907
BFS,RECURSIVE_DIVISION,0,441,68385,99469,3476,99468,5417,5417
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,96591,79970,5866,119320,6325,5417
BFS,DFS,0,441,59494,86068,21462,86067,15803,15803
RIGHT HAND RULE,DFS,0,441,66154,51545,21653,87286,15803,15803
BFS,PRIM,0,441,50465,73902,11753,73901,1063,1063
RIGHT HAND RULE,PRIM,0,441,113742,74105,23754,147146,1063,1063
BFS,HUNT_AND_KILL,0,441,65529,96801,19021,96800,935,935
RIGHT HAND RULE,HUNT_AND_KILL,0,441,61658,42129,16250,83322,935,935
BFS,RECURSIVE_DIVISION,0,441,75964,112088,3910,112087,9533,9533
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,63590,54791,3765,78594,11165,9533
BFS,DFS,0,441,18762,26110,6633,26109,5771,5771
RIGHT HAND RULE,DFS,0,441,27230,21271,9071,36770,5771,5771
BFS,PRIM,0,441,49166,71803,11570,71802,983,983
RIGHT HAND RULE,PRIM,0,441,50160,34371,11055,67758,983,983
BFS,HUNT_AND_KILL,0,441,60944,89914,17572,89913,1007,1007
RIGHT HAND RULE,HUNT_AND_KILL,0,441,43795,30295,11661,59582,1007,1007
BFS,RECURSIVE_DIVISION,0,441,51268,74334,2736,74333,3835,3835
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,66923,55916,4358,82580,4565,3835
BFS,DFS,0,441,38225,54966,13841,54965,11147,11147
RIGHT HAND RULE,DFS,0,441,79813,58807,26414,106466,11147,11147
BFS,PRIM,0,441,34224,49181,7836,49180,979,979
RIGHT HAND RULE,PRIM,0,441,39991,27601,8905,54222,979,979
BFS,HUNT_AND_KILL,0,441,39305,57843,11214,57842,951,951
RIGHT HAND RULE,HUNT_AND_KILL,0,441,38256,26921,10345,52890,951,951
BFS,RECURSIVE_DIVISION,0,441,59536,86645,3087,86644,3331,3331
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,88906,71186,5376,107240,3851,3331
BFS,DFS,0,441,45471,65930,16591,65929,12279,12279
RIGHT HAND RULE,DFS,0,441,58122,45223,19408,78166,12279,12279
BFS,PRIM,0,441,64039,94959,15401,94958,1023,1023
RIGHT HAND RULE,PRIM,0,441,99784,65945,21178,130866,1023,1023
BFS,HUNT_AND_KILL,0,441,60828,91168,17802,91167,915,915
RIGHT HAND RULE,HUNT_AND_KILL,0,441,83611,56403,21937,111890,915,915
BFS,RECURSIVE_DIVISION,0,441,72059,105405,3775,105404,6461,6461
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,66802,57427,4069,83500,7617,6461
BFS,DFS,0,441,11112,14407,3779,14406,4459,4459
RIGHT HAND RULE,DFS,0,441,97142,66445,31967,128430,4459,4459
BFS,PRIM,0,441,64126,96650,15834,96649,991,991
RIGHT HAND RULE,PRIM,0,441,34828,24373,7794,47754,991,991
BFS,HUNT_AND_KILL,0,441,56027,82835,16279,82834,1007,1007
RIGHT HAND RULE,HUNT_AND_KILL,0,441,125707,82803,32568,164598,1007,1007
BFS,RECURSIVE_DIVISION,0,441,45641,66028,2268,66027,3699,3699
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,50390,43106,3088,63806,4257,3699
BFS,DFS,0,441,33076,46461,11809,46460,10987,10987
RIGHT HAND RULE,DFS,0,441,69171,51255,22719,91522,10987,10987
BFS,PRIM,0,441,59998,89281,14305,89280,1019,1019
RIGHT HAND RULE,PRIM,0,441,109049,71333,22834,141646,1019,1019
BFS,HUNT_AND_KILL,0,441,61624,91176,17746,91175,1039,1039
RIGHT HAND RULE,HUNT_AND_KILL,0,441,114883,76167,29509,151294,1039,1039
BFS,RECURSIVE_DIVISION,0,441,76354,112155,4068,112154,8415,8415
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,88182,74095,5640,108722,9823,8415
BFS,DFS,0,441,14862,19437,5018,19436,5063,5063
RIGHT HAND RULE,DFS,0,441,58339,41807,19505,78550,5063,5063
BFS,PRIM,0,441,52230,77295,12304,77294,1119,1119
RIGHT HAND RULE,PRIM,0,441,112604,73635,23498,146150,1119,1119
BFS,HUNT_AND_KILL,0,441,40413,60372,11661,60371,919,919
RIGHT HAND RULE,HUNT_AND_KILL,0,441,57949,39745,15556,78570,919,919
BFS,RECURSIVE_DIVISION,0,441,51537,74593,2624,74592,4453,4453
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,86866,69816,5038,104854,5269,4453
BFS,DFS,0,441,51947,75433,18949,75432,11663,11663
RIGHT HAND RULE,DFS,0,441,64698,49347,21674,87030,11663,11663
BFS,PRIM,0,441,64909,96801,15750,96800,999,999
RIGHT HAND RULE,PRIM,0,441,92921,62117,20042,123234,999,999
BFS,HUNT_AND_KILL,0,441,58389,86152,16668,86151,963,963
RIGHT HAND RULE,HUNT_AND_KILL,0,441,59136,40777,15664,80590,963,963
BFS,RECURSIVE_DIVISION,0,441,39479,57045,1914,57044,2803,2803
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,81082,67020,4735,100890,3437,2803
BFS,DFS,0,441,61533,89323,22246,89322,15031,15031
RIGHT HAND RULE,DFS,0,441,53504,43223,17733,71414,15031,15031
BFS,PRIM,0,441,63520,94455,15294,94454,951,951
RIGHT HAND RULE,PRIM,0,441,69491,46675,15001,92398,951,951
BFS,HUNT_AND_KILL,0,441,41283,60252,11589,60251,1091,1091
RIGHT HAND RULE,HUNT_AND_KILL,0,441,112105,74311,29046,147530,1091,1091
BFS,RECURSIVE_DIVISION,0,441,48124,69537,2400,69536,4659,4659
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,48565,41644,2991,61292,5487,4659
BFS,DFS,0,441,30238,43010,10835,43009,10979,10979
RIGHT HAND RULE,DFS,0,441,60512,45853,19917,80726,10979,10979
BFS,PRIM,0,441,63227,93908,15080,93907,983,983
RIGHT HAND RULE,PRIM,0,441,66978,44927,14204,88870,983,983
BFS,HUNT_AND_KILL,0,441,64567,96800,18939,96799,967,967
RIGHT HAND RULE,HUNT_AND_KILL,0,441,94326,63377,24644,125786,967,967
BFS,RECURSIVE_DIVISION,0,441,51647,75600,2897,75599,4737,4737
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,81902,67737,4947,100124,5627,4737
BFS,DFS,0,441,39984,57304,14356,57303,13535,13535
RIGHT HAND RULE,DFS,0,441,96741,70501,31731,127466,13535,13535
BFS,PRIM,0,441,64808,96769,15623,96768,931,931
RIGHT HAND RULE,PRIM,0,441,61234,41721,13310,82510,931,931
BFS,HUNT_AND_KILL,0,441,64535,96185,18890,96184,931,931
RIGHT HAND RULE,HUNT_AND_KILL,0,441,54393,37077,14360,73222,931,931
BFS,RECURSIVE_DIVISION,0,441,77479,113344,4056,113343,7463,7463
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,81168,68285,5028,99028,8849,7463
BFS,DFS,0,441,18734,25279,6443,25278,6815,6815
RIGHT HAND RULE,DFS,0,441,83980,58561,27489,110306,6815,6815
BFS,PRIM,0,441,65695,96801,15631,96800,923,923
RIGHT HAND RULE,PRIM,0,441,76844,51985,16716,103046,923,923
BFS,HUNT_AND_KILL,0,441,63711,94481,18501,94480,1007,1007
RIGHT HAND RULE,HUNT_AND_KILL,0,441,116018,77177,30125,153346,1007,1007
BFS,RECURSIVE_DIVISION,0,441,75032,110002,3737,110001,6253,6253
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,86091,71157,5090,105650,7243,6253
BFS,DFS,0,441,34474,47863,12113,47862,9495,9495
RIGHT HAND RULE,DFS,0,441,85032,61431,28158,113366,9495,9495
BFS,PRIM,0,441,64637,96801,15703,96800,1031,1031
RIGHT HAND RULE,PRIM,0,441,105474,70037,22622,139042,1031,1031
BFS,HUNT_AND_KILL,0,441,64896,96288,18892,96287,951,951
RIGHT HAND RULE,HUNT_AND_KILL,0,441,103878,69395,26982,137838,951,951
BFS,RECURSIVE_DIVISION,0,441,53617,78000,2528,77999,6107,6107
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,45341,40088,2575,57546,7151,6107
BFS,DFS,0,441,64552,94651,23536,94650,18327,18327
RIGHT HAND RULE,DFS,0,441,74283,57389,23917,96450,18327,18327
BFS,PRIM,0,441,64439,96174,15549,96173,939,939
RIGHT HAND RULE,PRIM,0,441,80426,53797,17260,106654,939,939
BFS,HUNT_AND_KILL,0,441,61895,92120,17958,92119,1099,1099
RIGHT HAND RULE,HUNT_AND_KILL,0,441,125904,83215,32370,165330,1099,1099
BFS,RECURSIVE_DIVISION,0,441,76177,112239,4207,112238,7749,7749
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,71085,60551,4550,87866,9223,7749
BFS,DFS,0,441,16274,21735,5581,21734,6663,6663
RIGHT HAND RULE,DFS,0,441,94943,66313,31271,125962,6663,6663
BFS,PRIM,0,441,64587,96801,15739,96800,983,983
RIGHT HAND RULE,PRIM,0,441,60506,41547,13360,82110,983,983
BFS,HUNT_AND_KILL,0,441,35333,51249,9782,51248,939,939
RIGHT HAND RULE,HUNT_AND_KILL,0,441,48456,33739,13003,66538,939,939
BFS,RECURSIVE_DIVISION,0,441,29213,41904,1510,41903,3411,3411
RIGHT HAND RULE,RECURSIVE_DIVISION,0,441,127293,100040,7720,150384,3969,3411
BFS,DFS,0,441,36633,52285,13190,52284,12191,12191
RIGHT HAND RULE,DFS,0,441,106287,75571,34667,138950,12191,12191
BFS,PRIM,0,441,44234,65105,10520,65104,1043,1043
