Algo,Multiple,Size,Time,Ni,Nde,Shortest Path
HUNT_AND_KILL,0,41,247,119,143,79
RECURSIVE_DIVISION,0,41,2086,411,36,119
DFS,0,41,220,141,190,107
PRIM,0,41,279,108,128,83
HUNT_AND_KILL,0,41,245,128,158,79
RECURSIVE_DIVISION,0,41,1793,512,25,151
DFS,0,41,236,147,186,243
PRIM,0,41,274,106,129,87
HUNT_AND_KILL,0,41,246,113,142,79
RECURSIVE_DIVISION,0,41,1796,429,41,103
DFS,0,41,221,150,187,303
PRIM,0,41,288,112,144,83
HUNT_AND_KILL,0,41,239,127,157,79
RECURSIVE_DIVISION,0,41,1892,475,34,155
DFS,0,41,249,143,189,283
PRIM,0,41,285,106,131,87
HUNT_AND_KILL,0,41,226,132,162,83
RECURSIVE_DIVISION,0,41,2030,422,53,175
DFS,0,41,222,148,184,223
PRIM,0,41,284,109,130,91
HUNT_AND_KILL,0,41,235,118,149,79
RECURSIVE_DIVISION,0,41,2327,434,31,145
DFS,0,41,228,148,186,131
PRIM,0,41,294,109,117,79
HUNT_AND_KILL,0,41,238,124,157,79
RECURSIVE_DIVISION,0,41,2076,485,26,167
DFS,0,41,217,149,190,227
PRIM,0,41,285,114,136,91
HUNT_AND_KILL,0,41,263,125,158,83
RECURSIVE_DIVISION,0,41,1957,428,42,167
DFS,0,41,217,146,189,139
PRIM,0,41,297,115,134,87
HUNT_AND_KILL,0,41,229,129,149,83
RECURSIVE_DIVISION,0,41,1940,463,41,121
DFS,0,41,222,149,194,119
PRIM,0,41,275,101,124,87
HUNT_AND_KILL,0,41,234,129,163,83
RECURSIVE_DIVISION,0,41,1905,488,34,215
DFS,0,41,215,147,189,227
PRIM,0,41,282,114,136,99
HUNT_AND_KILL,0,41,233,126,160,79
RECURSIVE_DIVISION,0,41,1795,510,34,105
DFS,0,41,228,149,190,219
PRIM,0,41,281,110,133,83
HUNT_AND_KILL,0,41,235,125,155,79
RECURSIVE_DIVISION,0,41,1870,396,55,103
DFS,0,41,218,150,187,107
PRIM,0,41,289,115,135,83
HUNT_AND_KILL,0,41,232,118,148,79
RECURSIVE_DIVISION,0,41,1974,441,48,241
DFS,0,41,216,149,190,115
PRIM,0,41,276,113,139,79
HUNT_AND_KILL,0,41,239,121,145,79
RECURSIVE_DIVISION,0,41,2180,463,30,133
DFS,0,41,220,149,192,151
PRIM,0,41,283,112,143,83
HUNT_AND_KILL,0,41,240,119,144,87
RECURSIVE_DIVISION,0,41,1974,440,39,155
DFS,0,41,218,150,190,191
PRIM,0,41,282,118,139,91
HUNT_AND_KILL,0,41,257,119,152,99
RECURSIVE_DIVISION,0,41,1975,432,40,147
DFS,0,41,219,147,194,107
PRIM,0,41,284,110,127,79
HUNT_AND_KILL,0,41,223,129,150,79
RECURSIVE_DIVISION,0,41,1713,449,30,157
DFS,0,41,234,148,190,115
PRIM,0,41,285,113,129,87
HUNT_AND_KILL,0,41,256,119,146,91
RECURSIVE_DIVISION,0,41,1648,426,41,117
DFS,0,41,226,148,183,183
PRIM,0,41,298,107,134,99
HUNT_AND_KILL,0,41,245,126,154,79
RECURSIVE_DIVISION,0,41,1986,528,21,201
DFS,0,41,230,138,185,187
PRIM,0,41,299,113,135,79
HUNT_AND_KILL,0,41,243,122,147,91
RECURSIVE_DIVISION,0,41,2092,456,45,173
DFS,0,41,220,144,188,167
PRIM,0,41,277,101,127,87
HUNT_AND_KILL,0,41,227,122,148,83
RECURSIVE_DIVISION,0,41,1911,481,36,103
DFS,0,41,222,149,191,131
PRIM,0,41,270,114,129,87
HUNT_AND_KILL,0,41,231,116,140,83
RECURSIVE_DIVISION,0,41,1874,494,34,145
DFS,0,41,219,142,190,207
PRIM,0,41,285,105,131,91
HUNT_AND_KILL,0,41,230,126,153,83
RECURSIVE_DIVISION,0,41,1768,454,39,133
DFS,0,41,228,143,186,199
PRIM,0,41,277,113,137,91
HUNT_AND_KILL,0,41,228,128,153,83
RECURSIVE_DIVISION,0,41,1884,437,36,209
DFS,0,41,219,153,192,123
PRIM,0,41,282,112,132,87
HUNT_AND_KILL,0,41,246,129,155,79
RECURSIVE_DIVISION,0,41,1963,488,47,97
DFS,0,41,225,152,184,195
PRIM,0,41,286,112,133,91
HUNT_AND_KILL,0,41,232,128,161,79
RECURSIVE_DIVISION,0,41,1839,494,34,121
DFS,0,41,244,146,191,231
PRIM,0,41,278,109,131,87
HUNT_AND_KILL,0,41,237,126,151,95
RECURSIVE_DIVISION,0,41,2048,455,48,157
DFS,0,41,222,147,188,127
PRIM,0,41,279,103,124,95
HUNT_AND_KILL,0,41,244,127,159,83
RECURSIVE_DIVISION,0,41,1957,502,46,135
DFS,0,41,223,150,188,223
PRIM,0,41,278,111,138,83
HUNT_AND_KILL,0,41,235,120,145,79
RECURSIVE_DIVISION,0,41,1712,356,45,163
DFS,0,41,229,144,193,247
PRIM,0,41,289,106,125,103
HUNT_AND_KILL,0,41,231,119,154,79
RECURSIVE_DIVISION,0,41,1757,449,34,141
DFS,0,41,222,152,188,235
PRIM,0,41,294,111,130,87
HUNT_AND_KILL,0,41,227,123,151,91
RECURSIVE_DIVISION,0,41,2006,386,51,103
DFS,0,41,216,150,191,283
PRIM,0,41,293,101,120,87
HUNT_AND_KILL,0,41,231,122,154,91
RECURSIVE_DIVISION,0,41,1930,494,35,145
DFS,0,41,220,146,183,135
PRIM,0,41,287,109,128,95
HUNT_AND_KILL,0,41,231,119,152,79
RECURSIVE_DIVISION,0,41,1844,512,36,141
DFS,0,61,476,333,432,407
PRIM,0,61,600,242,277,143
HUNT_AND_KILL,0,61,473,286,342,123
RECURSIVE_DIVISION,0,61,4374,993,97,171
DFS,0,61,496,343,439,287
PRIM,0,61,639,242,289,131
HUNT_AND_KILL,0,61,462,287,347,139
RECURSIVE_DIVISION,0,61,4455,1029,95,419
DFS,0,61,455,333,426,391
PRIM,0,61,592,243,278,155
HUNT_AND_KILL,0,61,491,284,334,123
RECURSIVE_DIVISION,0,61,4343,1072,79,175
DFS,0,61,505,333,429,339
PRIM,0,61,599,245,290,127
HUNT_AND_KILL,0,61,496,300,365,131
RECURSIVE_DIVISION,0,61,3765,910,72,359
DFS,0,61,465,328,427,383
PRIM,0,61,625,249,303,131
HUNT_AND_KILL,0,61,466,296,358,139
RECURSIVE_DIVISION,0,61,4259,1006,97,229
DFS,0,61,477,337,425,375
PRIM,0,61,628,240,291,143
HUNT_AND_KILL,0,61,554,286,358,139
RECURSIVE_DIVISION,0,61,4198,944,79,355
DFS,0,61,490,325,440,495
PRIM,0,61,604,245,286,119
HUNT_AND_KILL,0,61,503,293,355,123
RECURSIVE_DIVISION,0,61,4165,977,80,317
DFS,0,61,463,330,441,475
PRIM,0,61,618,250,295,123
HUNT_AND_KILL,0,61,505,281,347,119
RECURSIVE_DIVISION,0,61,4229,1046,83,277
DFS,0,61,511,329,434,499
PRIM,0,61,624,252,287,139
HUNT_AND_KILL,0,61,486,281,344,123
RECURSIVE_DIVISION,0,61,4419,1049,95,335
DFS,0,61,472,338,431,315
PRIM,0,61,607,259,310,131
HUNT_AND_KILL,0,61,490,284,358,119
RECURSIVE_DIVISION,0,61,4043,1151,65,231
DFS,0,61,499,332,433,511
PRIM,0,61,615,253,305,135
HUNT_AND_KILL,0,61,500,286,340,119
RECURSIVE_DIVISION,0,61,4185,908,101,315
DFS,0,61,460,333,425,599
PRIM,0,61,648,249,289,123
HUNT_AND_KILL,0,61,503,287,353,123
RECURSIVE_DIVISION,0,61,4091,860,96,247
DFS,0,61,479,336,440,467
PRIM,0,61,603,238,286,151
HUNT_AND_KILL,0,61,483,289,348,123
RECURSIVE_DIVISION,0,61,4138,900,112,329
DFS,0,61,466,332,439,459
PRIM,0,61,601,250,289,123
HUNT_AND_KILL,0,61,529,297,350,135
RECURSIVE_DIVISION,0,61,4218,995,60,317
DFS,0,61,465,332,435,559
PRIM,0,61,599,243,286,131
HUNT_AND_KILL,0,61,511,284,350,119
RECURSIVE_DIVISION,0,61,4310,1076,79,345
DFS,0,61,509,334,435,243
PRIM,0,61,665,235,284,131
HUNT_AND_KILL,0,61,649,295,352,123
RECURSIVE_DIVISION,0,61,4078,1086,69,417
DFS,0,61,563,327,429,367
PRIM,0,61,629,248,288,139
HUNT_AND_KILL,0,61,600,287,337,131
RECURSIVE_DIVISION,0,61,4265,1049,99,349
DFS,0,61,461,336,423,351
PRIM,0,61,611,247,277,139
HUNT_AND_KILL,0,61,576,281,359,131
RECURSIVE_DIVISION,0,61,4628,1029,71,285
DFS,0,61,473,340,427,287
PRIM,0,61,620,241,281,163
HUNT_AND_KILL,0,61,544,285,349,127
RECURSIVE_DIVISION,0,61,4299,1069,78,329
DFS,0,61,495,330,438,223
PRIM,0,61,627,242,297,131
HUNT_AND_KILL,0,61,531,293,348,119
RECURSIVE_DIVISION,0,61,3914,946,84,425
DFS,0,61,505,335,433,231
PRIM,0,61,634,239,290,143
HUNT_AND_KILL,0,61,473,275,335,139
RECURSIVE_DIVISION,0,61,4312,1179,78,227
DFS,0,61,465,338,435,455
PRIM,0,61,606,248,294,139
HUNT_AND_KILL,0,61,497,275,334,123
RECURSIVE_DIVISION,0,61,4205,987,103,281
DFS,0,61,475,329,426,355
PRIM,0,61,613,245,286,131
HUNT_AND_KILL,0,61,503,279,336,131
RECURSIVE_DIVISION,0,61,4096,1049,85,253
DFS,0,61,487,321,430,403
PRIM,0,61,611,248,295,119
HUNT_AND_KILL,0,61,512,284,348,123
RECURSIVE_DIVISION,0,61,4019,922,101,413
DFS,0,61,489,330,434,507
PRIM,0,61,610,251,289,123
HUNT_AND_KILL,0,61,491,288,356,127
RECURSIVE_DIVISION,0,61,4331,1019,77,443
DFS,0,61,468,338,439,475
PRIM,0,61,600,252,298,139
HUNT_AND_KILL,0,61,500,278,341,123
RECURSIVE_DIVISION,0,61,3938,1022,77,331
DFS,0,61,484,345,437,215
PRIM,0,61,643,263,301,127
HUNT_AND_KILL,0,61,495,282,350,151
RECURSIVE_DIVISION,0,61,4167,1072,84,145
DFS,0,61,475,346,438,243
PRIM,0,61,617,244,297,127
HUNT_AND_KILL,0,61,514,271,331,123
RECURSIVE_DIVISION,0,61,4652,1071,81,331
DFS,0,61,478,335,435,511
PRIM,0,61,853,245,292,143
HUNT_AND_KILL,0,61,654,282,355,123
RECURSIVE_DIVISION,0,61,6371,1091,80,229
DFS,0,61,500,328,428,375
PRIM,0,61,613,241,293,135
HUNT_AND_KILL,0,61,493,295,367,123
RECURSIVE_DIVISION,0,61,4311,962,85,435
DFS,0,61,484,336,431,471
PRIM,0,61,624,252,295,147
HUNT_AND_KILL,0,61,511,288,354,119
RECURSIVE_DIVISION,0,61,4343,907,90,283
DFS,0,61,474,342,434,403
PRIM,0,61,644,239,282,135
HUNT_AND_KILL,0,61,477,277,346,123
RECURSIVE_DIVISION,0,61,4532,1092,86,301
DFS,0,61,471,339,441,495
PRIM,0,61,604,250,286,131
HUNT_AND_KILL,0,61,489,289,350,127
RECURSIVE_DIVISION,0,61,4461,952,94,337
DFS,0,61,468,337,434,183
PRIM,0,61,662,241,290,143
HUNT_AND_KILL,0,61,509,292,354,143
RECURSIVE_DIVISION,0,61,4036,1014,75,247
DFS,0,61,491,339,436,383
PRIM,0,61,613,232,277,143
HUNT_AND_KILL,0,61,505,289,337,127
RECURSIVE_DIVISION,0,61,4212,1030,91,305
DFS,0,61,473,334,433,295
PRIM,0,61,599,250,290,123
HUNT_AND_KILL,0,61,497,269,330,131
RECURSIVE_DIVISION,0,61,4853,1097,91,293
DFS,0,61,454,330,434,211
PRIM,0,61,613,261,303,151
HUNT_AND_KILL,0,61,492,275,344,119
RECURSIVE_DIVISION,0,61,4033,966,81,123
DFS,0,61,450,326,423,223
PRIM,0,61,651,250,295,119
HUNT_AND_KILL,0,61,480,289,352,123
RECURSIVE_DIVISION,0,61,4299,1081,96,225
DFS,0,61,485,337,430,319
PRIM,0,61,606,237,295,119
HUNT_AND_KILL,0,61,517,278,326,127
RECURSIVE_DIVISION,0,61,4378,952,95,363
DFS,0,61,469,331,425,311
PRIM,0,61,626,249,295,127
HUNT_AND_KILL,0,61,523,287,354,127
RECURSIVE_DIVISION,0,61,4319,1022,96,221
DFS,0,61,503,334,431,375
PRIM,0,61,604,245,296,131
HUNT_AND_KILL,0,61,524,280,337,123
RECURSIVE_DIVISION,0,61,4028,1022,64,355
DFS,0,61,461,331,427,535
PRIM,0,61,641,241,280,119
HUNT_AND_KILL,0,61,477,282,341,123
RECURSIVE_DIVISION,0,61,4503,1096,80,249
DFS,0,61,469,344,438,323
PRIM,0,61,595,241,288,139
HUNT_AND_KILL,0,61,499,278,339,139
RECURSIVE_DIVISION,0,61,4046,1005,81,235
DFS,0,61,474,340,428,195
PRIM,0,61,591,246,290,123
HUNT_AND_KILL,0,61,519,276,339,127
RECURSIVE_DIVISION,0,61,4469,1015,87,319
DFS,0,61,482,337,432,275
PRIM,0,61,614,242,292,147
HUNT_AND_KILL,0,61,513,282,347,119
RECURSIVE_DIVISION,0,61,4167,965,92,461
DFS,0,61,462,329,426,295
PRIM,0,61,597,247,292,147
HUNT_AND_KILL,0,61,485,288,353,119
RECURSIVE_DIVISION,0,61,4510,1057,101,195
DFS,0,61,488,333,431,175
PRIM,0,61,631,249,297,127
HUNT_AND_KILL,0,61,518,280,343,119
RECURSIVE_DIVISION,0,61,4636,946,78,223
DFS,0,61,456,342,430,215
PRIM,0,61,610,250,282,155
HUNT_AND_KILL,0,61,522,286,349,119
RECURSIVE_DIVISION,0,61,4238,1127,77,285
DFS,0,61,480,332,441,415
PRIM,0,61,606,238,279,127
HUNT_AND_KILL,0,61,537,293,355,119
RECURSIVE_DIVISION,0,61,4358,1034,92,293
DFS,0,61,468,330,427,291
PRIM,0,61,589,248,289,139
HUNT_AND_KILL,0,61,517,282,340,131
RECURSIVE_DIVISION,0,61,4047,1008,82,267
DFS,0,61,452,343,429,443
PRIM,0,61,633,247,290,119
HUNT_AND_KILL,0,61,508,282,350,123
RECURSIVE_DIVISION,0,61,4313,1033,97,319
DFS,0,61,485,340,441,291
PRIM,0,61,601,244,279,119
HUNT_AND_KILL,0,61,482,275,343,147
RECURSIVE_DIVISION,0,61,3964,1132,76,443
DFS,0,61,467,338,436,327
PRIM,0,61,606,249,292,131
HUNT_AND_KILL,0,61,490,284,350,123
RECURSIVE_DIVISION,0,61,3961,988,69,259
DFS,0,61,478,344,433,431
PRIM,0,61,604,245,295,151
HUNT_AND_KILL,0,61,504,294,353,123
RECURSIVE_DIVISION,0,61,4472,976,69,151
DFS,0,61,464,334,424,347
PRIM,0,61,593,243,300,151
HUNT_AND_KILL,0,61,512,285,350,123
RECURSIVE_DIVISION,0,61,4131,908,93,231
DFS,0,61,469,324,431,287
PRIM,0,61,624,244,279,143
HUNT_AND_KILL,0,61,538,275,339,123
RECURSIVE_DIVISION,0,61,4470,923,98,213
DFS,0,61,476,324,421,463
PRIM,0,61,618,235,276,143
HUNT_AND_KILL,0,61,515,287,346,123
RECURSIVE_DIVISION,0,61,4444,990,99,321
DFS,0,61,476,335,438,555
PRIM,0,61,639,240,287,135
HUNT_AND_KILL,0,61,482,276,344,143
RECURSIVE_DIVISION,0,61,4532,1118,68,409
DFS,0,61,470,332,424,523
PRIM,0,61,614,258,300,127
HUNT_AND_KILL,0,61,514,280,352,127
RECURSIVE_DIVISION,0,61,4523,1052,102,293
DFS,0,61,459,331,422,255
PRIM,0,61,612,248,298,127
HUNT_AND_KILL,0,61,514,287,338,119
RECURSIVE_DIVISION,0,61,4416,1126,63,323
DFS,0,61,457,332,434,379
PRIM,0,61,600,255,302,143
HUNT_AND_KILL,0,61,485,276,329,123
RECURSIVE_DIVISION,0,61,4016,987,92,481
DFS,0,61,461,333,432,455
PRIM,0,61,621,260,295,135
HUNT_AND_KILL,0,61,466,282,330,131
RECURSIVE_DIVISION,0,61,4467,998,79,325
DFS,0,61,461,339,437,343
PRIM,0,61,622,244,290,123
HUNT_AND_KILL,0,61,481,278,346,119
RECURSIVE_DIVISION,0,61,3872,991,88,379
DFS,0,61,463,333,431,231
PRIM,0,61,607,242,292,131
HUNT_AND_KILL,0,61,492,282,336,119
RECURSIVE_DIVISION,0,61,4357,977,82,373
DFS,0,61,465,327,426,223
PRIM,0,61,605,251,298,167
HUNT_AND_KILL,0,61,494,285,353,123
RECURSIVE_DIVISION,0,61,4595,1025,85,155
DFS,0,61,512,330,432,287
PRIM,0,61,609,246,287,147
HUNT_AND_KILL,0,61,478,280,345,127
RECURSIVE_DIVISION,0,61,3983,1017,92,217
DFS,0,61,468,339,439,351
PRIM,0,61,605,248,303,127
HUNT_AND_KILL,0,61,494,269,331,127
RECURSIVE_DIVISION,0,61,4145,927,96,351
DFS,0,61,460,332,430,443
PRIM,0,61,593,248,285,139
HUNT_AND_KILL,0,61,499,283,356,119
RECURSIVE_DIVISION,0,61,4101,953,89,259
DFS,0,61,468,335,431,423
PRIM,0,61,608,243,285,131
HUNT_AND_KILL,0,61,505,289,343,119
RECURSIVE_DIVISION,0,61,4626,903,99,277
DFS,0,61,482,334,432,463
PRIM,0,61,610,234,284,139
HUNT_AND_KILL,0,61,482,278,347,131
RECURSIVE_DIVISION,0,61,4258,1052,84,299
DFS,0,61,484,335,429,239
PRIM,0,61,634,251,299,131
HUNT_AND_KILL,0,61,504,278,338,123
RECURSIVE_DIVISION,0,61,4549,895,92,333
DFS,0,61,486,331,429,467
PRIM,0,61,605,250,289,131
HUNT_AND_KILL,0,61,520,297,356,139
RECURSIVE_DIVISION,0,61,4456,1116,95,181
DFS,0,61,492,337,440,335
PRIM,0,61,623,252,302,131
HUNT_AND_KILL,0,61,535,276,339,135
RECURSIVE_DIVISION,0,61,4547,985,97,209
DFS,0,61,476,337,437,343
PRIM,0,61,616,243,281,139
HUNT_AND_KILL,0,61,491,296,358,151
RECURSIVE_DIVISION,0,61,4512,1123,76,353
DFS,0,61,479,337,438,283
PRIM,0,61,617,244,287,123
HUNT_AND_KILL,0,61,491,286,353,119
RECURSIVE_DIVISION,0,61,4831,1064,73,329
DFS,0,61,481,343,436,219
PRIM,0,61,608,241,282,131
HUNT_AND_KILL,0,61,486,278,355,131
RECURSIVE_DIVISION,0,61,4647,1059,80,159
DFS,0,61,472,339,423,295
PRIM,0,61,635,235,288,135
HUNT_AND_KILL,0,61,489,294,351,123
RECURSIVE_DIVISION,0,61,4048,1044,92,431
DFS,0,61,471,339,434,547
PRIM,0,61,840,262,299,139
HUNT_AND_KILL,0,61,490,283,344,119
RECURSIVE_DIVISION,0,61,4213,1002,83,161
DFS,0,61,474,338,436,179
PRIM,0,61,607,254,302,131
HUNT_AND_KILL,0,61,486,294,350,127
RECURSIVE_DIVISION,0,61,4300,911,103,177
DFS,0,61,470,338,435,307
PRIM,0,61,615,253,298,127
HUNT_AND_KILL,0,61,493,288,359,119
RECURSIVE_DIVISION,0,61,4336,1024,74,243
DFS,0,61,480,338,431,643
PRIM,0,61,618,244,280,123
HUNT_AND_KILL,0,61,522,288,346,127
RECURSIVE_DIVISION,0,61,4325,1026,70,247
DFS,0,61,481,330,432,267
PRIM,0,61,588,241,288,139
HUNT_AND_KILL,0,61,487,285,344,123
RECURSIVE_DIVISION,0,61,4168,952,83,225
DFS,0,61,478,339,439,371
PRIM,0,61,630,254,301,123
HUNT_AND_KILL,0,61,497,286,341,119
RECURSIVE_DIVISION,0,61,4018,1016,80,337
DFS,0,61,483,332,430,383
PRIM,0,61,601,249,291,135
HUNT_AND_KILL,0,61,509,290,349,127
RECURSIVE_DIVISION,0,61,4354,913,97,251
DFS,0,61,461,332,427,351
PRIM,0,61,617,239,293,139
HUNT_AND_KILL,0,61,519,285,341,123
RECURSIVE_DIVISION,0,61,4352,1080,85,173
DFS,0,61,471,336,428,359
PRIM,0,61,619,253,294,135
HUNT_AND_KILL,0,61,533,300,363,119
RECURSIVE_DIVISION,0,61,4118,991,84,281
DFS,0,61,474,328,430,303
PRIM,0,61,626,245,285,123
HUNT_AND_KILL,0,61,487,292,342,127
RECURSIVE_DIVISION,0,61,4490,895,110,243
DFS,0,61,470,328,430,275
PRIM,0,61,614,244,291,131
HUNT_AND_KILL,0,61,494,299,354,123
RECURSIVE_DIVISION,0,61,4375,1110,72,357
DFS,0,61,479,336,437,567
PRIM,0,61,608,246,291,143
HUNT_AND_KILL,0,61,479,287,341,127
RECURSIVE_DIVISION,0,61,4624,1071,67,499
DFS,0,61,482,338,438,327
PRIM,0,61,591,246,289,139
HUNT_AND_KILL,0,61,491,279,340,123
RECURSIVE_DIVISION,0,61,3872,893,89,339
DFS,0,61,462,328,433,383
PRIM,0,61,609,252,304,131
HUNT_AND_KILL,0,61,502,277,340,127
RECURSIVE_DIVISION,0,61,3682,928,84,253
DFS,0,61,472,332,427,247
PRIM,0,61,626,243,297,167
HUNT_AND_KILL,0,61,498,287,330,127
RECURSIVE_DIVISION,0,61,4234,1100,76,341
DFS,0,61,469,334,430,303
PRIM,0,61,590,255,296,123
HUNT_AND_KILL,0,61,515,281,339,123
RECURSIVE_DIVISION,0,61,4506,1005,87,313
DFS,0,61,475,338,436,435
PRIM,0,61,620,236,278,135
HUNT_AND_KILL,0,61,496,287,349,119
RECURSIVE_DIVISION,0,61,4513,969,108,289
DFS,0,61,465,327,439,219
PRIM,0,61,618,253,294,127
HUNT_AND_KILL,0,61,489,277,352,123
RECURSIVE_DIVISION,0,61,4155,992,85,235
DFS,0,61,462,331,429,519
PRIM,0,61,619,259,302,135
HUNT_AND_KILL,0,61,516,299,355,123
RECURSIVE_DIVISION,0,61,4174,1029,71,323
DFS,0,61,470,334,430,355
PRIM,0,61,619,249,294,131
HUNT_AND_KILL,0,61,474,273,331,143
RECURSIVE_DIVISION,0,61,4630,1079,70,299
DFS,0,61,463,330,429,255
PRIM,0,61,601,242,295,143
HUNT_AND_KILL,0,61,551,296,352,127
RECURSIVE_DIVISION,0,61,4067,988,83,227
DFS,0,61,467,334,434,399
PRIM,0,61,592,249,291,139
HUNT_AND_KILL,0,61,482,281,363,119
RECURSIVE_DIVISION,0,61,4492,1048,83,199
DFS,0,61,456,328,434,491
PRIM,0,61,607,264,311,131
HUNT_AND_KILL,0,61,478,277,333,119
RECURSIVE_DIVISION,0,61,4290,1040,82,259
DFS,0,81,776,605,786,859
PRIM,0,81,985,453,531,227
HUNT_AND_KILL,0,81,777,516,632,183
RECURSIVE_DIVISION,0,81,7656,1859,136,203
DFS,0,81,768,607,778,651
PRIM,0,81,1553,430,518,171
HUNT_AND_KILL,0,81,821,528,642,167
RECURSIVE_DIVISION,0,81,7039,1887,143,417
DFS,0,81,772,598,776,759
PRIM,0,81,1042,445,520,171
HUNT_AND_KILL,0,81,779,499,608,159
RECURSIVE_DIVISION,0,81,6481,1578,130,523
DFS,0,81,760,591,761,415
PRIM,0,81,1009,445,521,187
HUNT_AND_KILL,0,81,860,511,612,167
RECURSIVE_DIVISION,0,81,9838,1778,146,455
DFS,0,81,759,604,777,807
PRIM,0,81,1495,431,503,191
HUNT_AND_KILL,0,81,807,511,617,167
RECURSIVE_DIVISION,0,81,7400,1816,162,517
DFS,0,81,762,595,764,715
PRIM,0,81,990,438,521,171
HUNT_AND_KILL,0,81,810,492,596,179
RECURSIVE_DIVISION,0,81,7379,1697,134,259
DFS,0,81,753,593,775,671
PRIM,0,81,988,414,488,183
HUNT_AND_KILL,0,81,865,508,604,179
RECURSIVE_DIVISION,0,81,7776,1846,146,685
DFS,0,81,750,592,775,251
PRIM,0,81,1018,432,509,199
HUNT_AND_KILL,0,81,865,506,623,167
RECURSIVE_DIVISION,0,81,8053,1971,147,349
DFS,0,81,779,591,768,739
PRIM,0,81,1020,448,529,219
HUNT_AND_KILL,0,81,920,501,609,171
RECURSIVE_DIVISION,0,81,7922,1910,142,441
DFS,0,81,742,584,768,423
PRIM,0,81,995,432,498,187
HUNT_AND_KILL,0,81,822,496,606,199
RECURSIVE_DIVISION,0,81,7565,1907,117,409
DFS,0,81,758,598,775,307
PRIM,0,81,988,440,515,167
HUNT_AND_KILL,0,81,821,498,595,183
RECURSIVE_DIVISION,0,81,6988,1710,142,463
DFS,0,81,765,590,785,595
PRIM,0,81,967,446,517,163
HUNT_AND_KILL,0,81,801,507,609,163
RECURSIVE_DIVISION,0,81,7271,1831,156,437
DFS,0,81,909,588,763,623
PRIM,0,81,994,452,534,203
HUNT_AND_KILL,0,81,812,502,621,179
RECURSIVE_DIVISION,0,81,7543,1741,148,597
DFS,0,81,761,594,769,459
PRIM,0,81,1043,455,526,171
HUNT_AND_KILL,0,81,824,509,624,167
RECURSIVE_DIVISION,0,81,7521,1731,143,561
DFS,0,81,763,593,776,683
PRIM,0,81,975,426,508,159
HUNT_AND_KILL,0,81,811,497,593,163
RECURSIVE_DIVISION,0,81,7941,2016,135,663
DFS,0,81,741,589,776,623
PRIM,0,81,1007,444,513,191
HUNT_AND_KILL,0,81,797,490,590,171
RECURSIVE_DIVISION,0,81,6978,1884,154,287
DFS,0,81,738,587,772,723
PRIM,0,81,982,444,527,175
HUNT_AND_KILL,0,81,786,516,618,167
RECURSIVE_DIVISION,0,81,7600,1793,155,483
DFS,0,81,757,581,783,787
PRIM,0,81,1003,436,506,175
HUNT_AND_KILL,0,81,859,508,604,175
RECURSIVE_DIVISION,0,81,6982,1725,127,287
DFS,0,81,750,595,791,491
PRIM,0,81,998,427,506,183
HUNT_AND_KILL,0,81,827,497,601,167
RECURSIVE_DIVISION,0,81,7809,1970,132,523
DFS,0,81,743,588,790,347
PRIM,0,81,1003,442,508,167
HUNT_AND_KILL,0,81,873,507,623,191
RECURSIVE_DIVISION,0,81,7732,1894,107,503
DFS,0,81,766,602,775,691
PRIM,0,81,1028,435,511,171
HUNT_AND_KILL,0,81,798,510,607,159
RECURSIVE_DIVISION,0,81,7860,1894,159,249
DFS,0,81,770,595,771,543
PRIM,0,81,987,443,527,159
HUNT_AND_KILL,0,81,810,501,608,167
RECURSIVE_DIVISION,0,81,8005,1907,135,633
DFS,0,81,769,590,774,299
PRIM,0,81,1041,428,505,175
HUNT_AND_KILL,0,81,767,527,628,167
RECURSIVE_DIVISION,0,81,6974,1756,158,559
DFS,0,81,743,606,775,647
PRIM,0,81,965,439,523,171
HUNT_AND_KILL,0,81,766,497,595,195
RECURSIVE_DIVISION,0,81,7218,1837,142,415
DFS,0,81,769,605,775,651
PRIM,0,81,1031,433,516,167
HUNT_AND_KILL,0,81,832,531,651,179
RECURSIVE_DIVISION,0,81,7544,1886,133,395
DFS,0,81,759,613,785,879
PRIM,0,81,991,435,524,179
HUNT_AND_KILL,0,81,793,524,636,159
RECURSIVE_DIVISION,0,81,7721,1756,167,405
DFS,0,81,723,601,780,479
PRIM,0,81,1012,452,524,191
HUNT_AND_KILL,0,81,849,495,595,171
RECURSIVE_DIVISION,0,81,7371,1926,165,419
DFS,0,81,741,601,772,783
PRIM,0,81,1022,445,516,171
HUNT_AND_KILL,0,81,831,500,608,167
RECURSIVE_DIVISION,0,81,7067,1830,149,613
DFS,0,81,745,605,785,719
PRIM,0,81,1026,463,534,219
HUNT_AND_KILL,0,81,757,531,645,171
RECURSIVE_DIVISION,0,81,8309,1895,144,297
DFS,0,81,807,601,772,687
PRIM,0,81,990,436,517,175
HUNT_AND_KILL,0,81,760,510,616,167
RECURSIVE_DIVISION,0,81,7556,1728,148,435
DFS,0,81,734,599,767,659
PRIM,0,81,1010,444,532,191
HUNT_AND_KILL,0,81,787,516,616,159
RECURSIVE_DIVISION,0,81,7605,1957,128,397
DFS,0,81,755,586,776,591
PRIM,0,81,978,430,515,171
HUNT_AND_KILL,0,81,784,503,626,167
RECURSIVE_DIVISION,0,81,7467,1631,156,285
DFS,0,81,767,592,774,415
PRIM,0,81,997,426,502,183
