Algo,Multiple,Size,Time,Ni,Nde,Shortest Path
DFS,0,741,58764,51449,68066,13459
PRIM,0,741,79751,37928,44499,1703
HUNT_AND_KILL,0,741,68221,44280,53645,1695
RECURSIVE_DIVISION,0,741,612082,152193,10785,14563
DFS,0,741,59659,51406,68173,31743
PRIM,0,741,79680,37844,44427,1875
HUNT_AND_KILL,0,741,66521,44495,53792,1627
RECURSIVE_DIVISION,0,741,621959,155334,10921,12911
DFS,0,741,58793,51424,68114,14675
PRIM,0,741,79589,37921,44467,1699
HUNT_AND_KILL,0,741,62286,44383,53918,1631
RECURSIVE_DIVISION,0,741,606064,155697,10631,21427
DFS,0,741,59110,51410,68261,19475
PRIM,0,741,79814,37771,44394,1715
HUNT_AND_KILL,0,741,62754,44288,53736,1639
RECURSIVE_DIVISION,0,741,606775,154172,10829,13429
DFS,0,741,59068,51368,68168,27223
PRIM,0,741,79478,37893,44476,1915
HUNT_AND_KILL,0,741,64773,44504,53848,1567
RECURSIVE_DIVISION,0,741,623419,157035,11551,16733
DFS,0,741,58372,51490,68226,12375
PRIM,0,741,79176,37931,44435,1779
HUNT_AND_KILL,0,741,67179,44485,53924,1611
RECURSIVE_DIVISION,0,741,610773,154842,11277,7175
DFS,0,741,59491,51465,68285,17855
PRIM,0,741,79835,37951,44488,1595
HUNT_AND_KILL,0,741,64309,44435,54009,1531
RECURSIVE_DIVISION,0,741,617565,154435,11149,7581
DFS,0,741,59877,51413,68177,12947
PRIM,0,741,79558,37876,44347,1639
HUNT_AND_KILL,0,741,68081,44355,53801,1743
RECURSIVE_DIVISION,0,741,611640,155487,11108,19249
DFS,0,741,58234,51464,68312,38247
PRIM,0,741,79851,37789,44218,1667
HUNT_AND_KILL,0,741,62888,44416,53794,1607
RECURSIVE_DIVISION,0,741,619298,157473,11226,8945
DFS,0,741,59341,51378,68295,11147
PRIM,0,741,80121,37972,44518,1671
HUNT_AND_KILL,0,741,64484,44386,53961,1547
RECURSIVE_DIVISION,0,741,623088,156888,11013,12881
DFS,0,741,58943,51411,68209,30831
PRIM,0,741,80023,37912,44282,1803
HUNT_AND_KILL,0,741,66744,44287,53747,1551
RECURSIVE_DIVISION,0,741,627519,155398,11496,9967
DFS,0,741,59409,51475,68077,25939
PRIM,0,741,80076,37996,44496,1611
HUNT_AND_KILL,0,741,61084,44378,53800,1891
RECURSIVE_DIVISION,0,741,627117,156219,11115,19411
DFS,0,741,58612,51404,68128,46295
PRIM,0,741,79240,37836,44296,1775
HUNT_AND_KILL,0,741,63740,44496,53886,1559
RECURSIVE_DIVISION,0,741,613538,154702,11267,15885
DFS,0,741,58708,51527,68288,30815
PRIM,0,741,79257,37813,44440,1635
HUNT_AND_KILL,0,741,65343,44291,53718,1551
RECURSIVE_DIVISION,0,741,602414,156654,10624,22371
DFS,0,741,58478,51425,68178,18791
PRIM,0,741,79908,37871,44404,1767
HUNT_AND_KILL,0,741,63287,44357,53652,1555
RECURSIVE_DIVISION,0,741,616626,153950,11725,3147
DFS,0,741,59360,51264,68183,13943
PRIM,0,741,79503,37904,44304,1759
HUNT_AND_KILL,0,741,62503,44568,53936,1611
RECURSIVE_DIVISION,0,741,614434,155465,10882,12695
DFS,0,741,58816,51635,68287,27823
PRIM,0,741,79025,37968,44415,1715
HUNT_AND_KILL,0,741,64993,44505,53920,1571
RECURSIVE_DIVISION,0,741,621414,157324,11186,10163
DFS,0,741,58454,51362,68228,39031
PRIM,0,741,79838,37906,44419,1703
HUNT_AND_KILL,0,741,64793,44433,53848,1551
RECURSIVE_DIVISION,0,741,610605,156337,10720,6005
DFS,0,741,59354,51436,68253,16311
PRIM,0,741,79927,37925,44392,1615
HUNT_AND_KILL,0,741,65864,44273,53619,1559
RECURSIVE_DIVISION,0,741,624025,156763,11735,14639
DFS,0,741,58175,51461,68195,12103
PRIM,0,741,79227,37874,44438,1731
HUNT_AND_KILL,0,741,67664,44492,53870,1595
RECURSIVE_DIVISION,0,741,610948,157234,10556,23045
DFS,0,761,62547,54275,71957,22199
PRIM,0,761,84332,39800,46656,1751
HUNT_AND_KILL,0,761,65628,46984,56744,1715
RECURSIVE_DIVISION,0,761,647500,165104,11193,17127
DFS,0,761,61881,54268,71838,44287
PRIM,0,761,84814,40115,46934,1647
HUNT_AND_KILL,0,761,70701,46738,56750,1611
RECURSIVE_DIVISION,0,761,647892,163999,11203,20433
DFS,0,761,62241,54208,71912,37647
PRIM,0,761,84266,39711,46707,1659
HUNT_AND_KILL,0,761,68289,46826,56594,1583
RECURSIVE_DIVISION,0,761,654648,162380,12048,18743
DFS,0,761,62522,54220,72005,31683
PRIM,0,761,84567,40022,46890,1847
HUNT_AND_KILL,0,761,67627,46845,56704,1699
RECURSIVE_DIVISION,0,761,656364,165713,11529,19615
DFS,0,761,62527,54323,71875,26371
PRIM,0,761,84324,40080,46927,1683
HUNT_AND_KILL,0,761,70433,47109,57002,1767
RECURSIVE_DIVISION,0,761,650020,164751,11354,15351
DFS,0,761,62816,54280,71932,24227
PRIM,0,761,83671,39847,46826,1643
HUNT_AND_KILL,0,761,67910,46708,56707,1583
RECURSIVE_DIVISION,0,761,664278,163473,11644,19477
DFS,0,761,62420,54323,71969,13891
PRIM,0,761,83933,39911,46779,1979
HUNT_AND_KILL,0,761,66298,46926,56699,1607
RECURSIVE_DIVISION,0,761,644694,164308,11417,14873
DFS,0,761,62512,54188,71909,22487
PRIM,0,761,84200,39853,46812,1919
HUNT_AND_KILL,0,761,68335,46895,56770,1583
RECURSIVE_DIVISION,0,761,650180,161996,11498,13173
DFS,0,761,61907,54330,71975,33635
PRIM,0,761,84220,39966,46807,1743
HUNT_AND_KILL,0,761,72825,46787,56763,1887
RECURSIVE_DIVISION,0,761,645596,164406,11619,15847
DFS,0,761,62364,54216,71907,37807
PRIM,0,761,85132,40089,46909,1795
HUNT_AND_KILL,0,761,67732,46775,56523,1571
RECURSIVE_DIVISION,0,761,652917,164238,11889,9217
DFS,0,761,61789,54214,72106,34155
PRIM,0,761,84504,39986,46865,1927
HUNT_AND_KILL,0,761,69767,46924,57044,1587
RECURSIVE_DIVISION,0,761,652786,167178,11128,22445
DFS,0,761,62111,54226,72056,30475
PRIM,0,761,84193,39870,46749,1787
HUNT_AND_KILL,0,761,70283,46634,56582,1679
RECURSIVE_DIVISION,0,761,652614,164507,11601,15531
DFS,0,761,62578,54354,71988,47399
PRIM,0,761,84053,39919,46894,1643
HUNT_AND_KILL,0,761,70103,46658,56840,1651
RECURSIVE_DIVISION,0,761,658127,162382,11911,9461
DFS,0,761,62463,54199,71949,21919
PRIM,0,761,84026,39894,46856,1899
HUNT_AND_KILL,0,761,64445,46808,56688,1755
RECURSIVE_DIVISION,0,761,664313,164261,12049,13265
DFS,0,761,62027,54150,71877,17303
PRIM,0,761,84271,39920,46726,1707
HUNT_AND_KILL,0,761,72598,47011,56897,1663
RECURSIVE_DIVISION,0,761,652376,164300,11828,8499
DFS,0,761,62296,54288,71968,32839
PRIM,0,761,84328,39927,46885,1675
HUNT_AND_KILL,0,761,67468,46854,56527,1595
RECURSIVE_DIVISION,0,761,649071,163379,11571,13041
DFS,0,761,62297,54270,72039,30667
PRIM,0,761,84167,40027,46964,1851
HUNT_AND_KILL,0,761,68928,46801,56795,1599
RECURSIVE_DIVISION,0,761,651091,163844,11547,21435
DFS,0,761,62262,54191,71801,15567
PRIM,0,761,84994,40000,46970,1843
HUNT_AND_KILL,0,761,72229,46580,56624,1583
RECURSIVE_DIVISION,0,761,650022,163932,12001,15447
DFS,0,761,61679,54265,72005,33927
PRIM,0,761,84649,40080,47207,1627
HUNT_AND_KILL,0,761,66288,46803,56733,1675
RECURSIVE_DIVISION,0,761,651664,166143,11703,15645
DFS,0,761,63179,54207,71833,28359
PRIM,0,761,84104,39873,46717,1627
HUNT_AND_KILL,0,761,65984,46785,56713,1723
RECURSIVE_DIVISION,0,761,657936,163410,11916,8123
DFS,0,761,62292,54296,72034,35579
PRIM,0,761,83795,39995,46768,1719
HUNT_AND_KILL,0,761,71816,46877,56867,1783
RECURSIVE_DIVISION,0,761,655741,164195,11450,10979
DFS,0,761,62213,54384,71989,36063
PRIM,0,761,84134,40016,46970,1815
HUNT_AND_KILL,0,761,67695,46857,56821,1663
RECURSIVE_DIVISION,0,761,651236,166513,11996,15557
DFS,0,761,62405,54175,71975,20899
PRIM,0,761,84916,39849,46675,1619
HUNT_AND_KILL,0,761,70120,46830,56929,1643
RECURSIVE_DIVISION,0,761,654965,162683,12013,10303
DFS,0,761,62346,54285,71848,14427
PRIM,0,761,84732,39925,46996,1671
HUNT_AND_KILL,0,761,70163,46832,56624,1691
RECURSIVE_DIVISION,0,761,658902,164029,12187,10981
DFS,0,761,62212,54288,71919,31047
PRIM,0,761,83952,39977,46768,2003
HUNT_AND_KILL,0,761,70892,46710,56711,1831
RECURSIVE_DIVISION,0,761,658088,163117,11938,13445
DFS,0,761,61698,54360,71970,14115
PRIM,0,761,84623,39870,46808,2035
HUNT_AND_KILL,0,761,67174,46756,56685,1611
RECURSIVE_DIVISION,0,761,646291,164049,11580,16985
DFS,0,761,62286,54231,71903,26291
PRIM,0,761,84208,39908,46728,1875
HUNT_AND_KILL,0,761,71023,46751,56697,1807
RECURSIVE_DIVISION,0,761,650461,165072,11475,14883
DFS,0,761,62099,54321,71968,23175
PRIM,0,761,83616,39858,46677,1651
HUNT_AND_KILL,0,761,70750,46964,56918,1663
RECURSIVE_DIVISION,0,761,642638,162395,11725,11927
DFS,0,761,62146,54174,72003,16195
PRIM,0,761,84291,39910,46949,1791
HUNT_AND_KILL,0,761,73760,46684,56533,2155
RECURSIVE_DIVISION,0,761,657539,166360,11874,16627
DFS,0,761,61987,54237,71884,29383
PRIM,0,761,83919,40055,46899,1663
HUNT_AND_KILL,0,761,70953,46812,56805,1675
RECURSIVE_DIVISION,0,761,655225,163686,11659,17313
DFS,0,761,61962,54258,71853,30391
PRIM,0,761,84394,39999,46911,1643
HUNT_AND_KILL,0,761,68746,46849,56889,1563
RECURSIVE_DIVISION,0,761,653572,164022,12359,8587
DFS,0,761,62331,54226,71991,21799
PRIM,0,761,84380,40062,46866,1635
HUNT_AND_KILL,0,761,72133,46903,56915,1851
RECURSIVE_DIVISION,0,761,653573,165090,11638,17363
DFS,0,761,62902,54393,71990,29995
PRIM,0,761,84311,39932,46779,1619
HUNT_AND_KILL,0,761,67133,46754,56634,1611
RECURSIVE_DIVISION,0,761,647291,164389,11602,18219
DFS,0,761,63369,54323,71961,31203
PRIM,0,761,84738,39893,46878,1855
HUNT_AND_KILL,0,761,71969,46938,56924,1935
RECURSIVE_DIVISION,0,761,663700,164318,11900,16551
DFS,0,761,63017,54324,71853,36583
PRIM,0,761,84414,40024,46774,1671
HUNT_AND_KILL,0,761,65435,46990,56912,1787
RECURSIVE_DIVISION,0,761,648479,164688,11592,11921
DFS,0,761,62156,54281,71958,31351
PRIM,0,761,84706,39850,46760,1931
HUNT_AND_KILL,0,761,68047,46802,56865,1659
RECURSIVE_DIVISION,0,761,641632,163334,11318,10679
DFS,0,761,62126,54193,71904,42523
PRIM,0,761,83345,39979,46893,1903
HUNT_AND_KILL,0,761,73874,46875,56693,1979
RECURSIVE_DIVISION,0,761,643537,163228,11355,11179
DFS,0,761,61936,54369,71959,38835
PRIM,0,761,84423,39867,46804,1735
HUNT_AND_KILL,0,761,65972,46827,56868,1631
RECURSIVE_DIVISION,0,761,664310,164733,11885,5885
DFS,0,761,62499,54229,71891,47311
PRIM,0,761,83954,39825,46710,1731
HUNT_AND_KILL,0,761,69509,46850,56836,1603
RECURSIVE_DIVISION,0,761,655901,163388,11558,15807
DFS,0,761,62650,54260,71965,16567
PRIM,0,761,84188,39876,46772,1719
HUNT_AND_KILL,0,761,67660,46795,56648,1643
RECURSIVE_DIVISION,0,761,651755,163309,11943,15147
DFS,0,761,61823,54365,72044,22367
PRIM,0,761,83765,39989,46796,1643
HUNT_AND_KILL,0,761,64363,46765,56702,2035
RECURSIVE_DIVISION,0,761,650349,163705,11733,16123
DFS,0,761,62679,54269,72027,33875
PRIM,0,761,84028,39974,46906,1811
HUNT_AND_KILL,0,761,68896,46832,56773,1623
RECURSIVE_DIVISION,0,761,652952,166017,11374,15771
DFS,0,761,62171,54224,71898,14891
PRIM,0,761,83857,39941,46713,1675
HUNT_AND_KILL,0,761,65199,46740,56671,1771
RECURSIVE_DIVISION,0,761,645350,161034,11493,17207
DFS,0,761,62206,54200,71935,21199
PRIM,0,761,84266,39979,46842,1643
HUNT_AND_KILL,0,761,65188,46949,56811,1695
RECURSIVE_DIVISION,0,761,658658,164102,11910,16177
DFS,0,761,62606,54317,71946,29595
PRIM,0,761,84814,39855,46797,1923
HUNT_AND_KILL,0,761,67565,46819,56743,1615
RECURSIVE_DIVISION,0,761,654018,163648,11745,8347
DFS,0,761,62568,54432,71942,35503
PRIM,0,761,83934,39938,46920,1795
HUNT_AND_KILL,0,761,66937,46537,56449,1607
RECURSIVE_DIVISION,0,761,655708,165358,12012,6813
DFS,0,761,62292,54259,72023,27455
PRIM,0,761,84168,40006,46922,1779
HUNT_AND_KILL,0,761,68029,46721,56597,1671
RECURSIVE_DIVISION,0,761,660336,164721,12078,12847
DFS,0,761,62509,54355,72132,47047
PRIM,0,761,84039,39954,46776,1899
HUNT_AND_KILL,0,761,66671,46962,56757,1755
RECURSIVE_DIVISION,0,761,646920,164065,11815,15503
DFS,0,761,62279,54161,71854,25747
PRIM,0,761,85313,39799,46742,1983
HUNT_AND_KILL,0,761,70378,46749,56834,1791
RECURSIVE_DIVISION,0,761,658049,164351,11870,17897
DFS,0,761,62944,54285,71799,36967
PRIM,0,761,84262,39867,46794,1655
HUNT_AND_KILL,0,761,70405,46837,56880,1671
RECURSIVE_DIVISION,0,761,644956,164040,11718,8641
DFS,0,761,62420,54294,71907,12663
PRIM,0,761,83958,39838,46724,1983
HUNT_AND_KILL,0,761,67824,46858,56721,1571
RECURSIVE_DIVISION,0,761,646115,165433,11725,16907
DFS,0,761,62288,54188,71854,24935
PRIM,0,761,84694,39896,46843,1619
HUNT_AND_KILL,0,761,69423,46995,57076,1611
RECURSIVE_DIVISION,0,761,639996,164607,11188,16673
DFS,0,761,61967,54276,71969,29207
PRIM,0,761,84542,39960,46890,1659
HUNT_AND_KILL,0,761,66657,46774,56724,1723
RECURSIVE_DIVISION,0,761,661714,165102,12381,13857
DFS,0,761,61612,54273,71792,38775
PRIM,0,761,83902,39894,46769,2015
HUNT_AND_KILL,0,761,69396,46817,56679,1579
RECURSIVE_DIVISION,0,761,647053,164703,11745,15421
DFS,0,761,61732,54352,71974,33207
PRIM,0,761,84409,40059,46948,1747
HUNT_AND_KILL,0,761,67322,46888,56759,1743
RECURSIVE_DIVISION,0,761,657564,166232,12005,18577
DFS,0,761,62595,54339,71847,48383
PRIM,0,761,84944,39918,46761,1675
HUNT_AND_KILL,0,761,65222,47009,56893,1975
RECURSIVE_DIVISION,0,761,651495,164929,11759,14971
DFS,0,761,62366,54183,71859,22927
PRIM,0,761,85874,39932,46894,1651
HUNT_AND_KILL,0,761,71492,46786,56773,1695
RECURSIVE_DIVISION,0,761,650717,166042,11547,14345
DFS,0,761,63886,54263,71881,35591
PRIM,0,761,84356,39874,46819,1807
HUNT_AND_KILL,0,761,71371,46886,56698,1631
RECURSIVE_DIVISION,0,761,647758,165688,11907,15557
DFS,0,761,62411,54352,71958,39475
PRIM,0,761,84707,39809,46807,1623
HUNT_AND_KILL,0,761,65012,46828,56787,1895
RECURSIVE_DIVISION,0,761,653056,165503,11845,8959
DFS,0,761,62516,54197,71949,17643
PRIM,0,761,85714,39911,46735,1655
HUNT_AND_KILL,0,761,67323,46895,56644,1571
RECURSIVE_DIVISION,0,761,649724,163247,11206,17659
DFS,0,761,61639,54189,71807,21035
PRIM,0,761,84131,39830,46707,1659
HUNT_AND_KILL,0,761,69374,46794,56883,1623
RECURSIVE_DIVISION,0,761,656945,163392,11986,10633
DFS,0,761,62463,54291,71932,42771
PRIM,0,761,84795,39887,46712,1687
HUNT_AND_KILL,0,761,71094,46891,57041,1643
RECURSIVE_DIVISION,0,761,652242,162010,12022,4809
DFS,0,761,61802,54251,71901,35895
PRIM,0,761,84425,39910,46844,1947
HUNT_AND_KILL,0,761,67008,46783,56603,1615
RECURSIVE_DIVISION,0,761,658701,165667,11560,15941
DFS,0,761,61802,54197,71832,40331
PRIM,0,761,83825,39938,46750,1771
HUNT_AND_KILL,0,761,64448,46946,56948,1759
RECURSIVE_DIVISION,0,761,653190,163378,11365,16837
DFS,0,761,63989,54216,71856,17811
PRIM,0,761,83968,39942,46858,2007
HUNT_AND_KILL,0,761,66303,46864,56683,1575
RECURSIVE_DIVISION,0,761,658149,163478,11906,5697
DFS,0,761,62166,54164,71922,36491
PRIM,0,761,85522,39918,46890,1691
HUNT_AND_KILL,0,761,68635,46795,56574,1575
RECURSIVE_DIVISION,0,761,654704,164591,12246,8199
DFS,0,761,61697,54226,72044,30607
PRIM,0,761,82979,40061,46899,1679
HUNT_AND_KILL,0,761,66070,46915,56797,1639
RECURSIVE_DIVISION,0,761,644563,162012,11691,8199
DFS,0,761,61548,54265,72135,42595
PRIM,0,761,83178,40026,46956,1907
HUNT_AND_KILL,0,761,65541,46899,56841,1635
RECURSIVE_DIVISION,0,761,655234,165058,11832,9081
DFS,0,761,61675,54351,72114,14643
PRIM,0,761,83020,39745,46709,1623
HUNT_AND_KILL,0,761,65117,46840,56702,1759
RECURSIVE_DIVISION,0,761,654151,165559,12082,14935
DFS,0,761,61481,54347,71878,19783
PRIM,0,761,83548,39961,46867,1819
HUNT_AND_KILL,0,761,68469,46697,56783,1583
RECURSIVE_DIVISION,0,761,649566,166462,11485,12923
DFS,0,761,62812,54194,71942,48163
PRIM,0,761,83992,39931,46753,1703
HUNT_AND_KILL,0,761,64226,46914,56816,1859
RECURSIVE_DIVISION,0,761,661091,165008,11551,21265
DFS,0,761,63016,54321,72016,17167
PRIM,0,761,83701,39839,46707,1783
HUNT_AND_KILL,0,761,68930,46864,56793,1611
RECURSIVE_DIVISION,0,761,643409,162270,11450,13333
DFS,0,761,63117,54288,71931,32511
PRIM,0,761,83856,39805,46802,1627
HUNT_AND_KILL,0,761,65217,46849,56701,1751
RECURSIVE_DIVISION,0,761,663967,165115,11792,17865
DFS,0,761,63237,54181,71935,36839
PRIM,0,761,83901,40060,47015,1763
HUNT_AND_KILL,0,761,68495,46846,56714,1691
RECURSIVE_DIVISION,0,761,657955,164232,11583,14907
DFS,0,761,62788,54268,71849,23967
PRIM,0,761,84258,39997,46927,1663
HUNT_AND_KILL,0,761,69404,46827,56691,1659
RECURSIVE_DIVISION,0,761,642824,163791,11390,20831
DFS,0,761,61054,54242,71968,43719
PRIM,0,761,83424,39938,46711,1651
HUNT_AND_KILL,0,761,67372,46864,56543,1615
RECURSIVE_DIVISION,0,761,645042,164158,11540,16245
DFS,0,761,62369,54304,72022,26127
PRIM,0,761,85158,39919,46831,1635
HUNT_AND_KILL,0,761,68340,46714,56482,1599
RECURSIVE_DIVISION,0,761,645968,164545,11597,16921
DFS,0,761,62074,54380,72022,26847
PRIM,0,761,84217,39848,46767,1703
HUNT_AND_KILL,0,761,71286,46724,56763,1751
RECURSIVE_DIVISION,0,761,663109,165078,11223,20683
DFS,0,761,62638,54228,71992,35239
PRIM,0,761,84374,39932,46730,1683
HUNT_AND_KILL,0,761,64582,46912,56869,1939
RECURSIVE_DIVISION,0,761,654451,164010,11922,10409
DFS,0,761,62848,54309,71998,44967
PRIM,0,761,84791,39914,46763,1651
HUNT_AND_KILL,0,761,68699,46986,56892,1551
RECURSIVE_DIVISION,0,761,649398,165741,12041,13501
DFS,0,761,62756,54237,72021,16475
PRIM,0,761,83973,40004,46889,1691
HUNT_AND_KILL,0,761,68789,46745,56628,1603
RECURSIVE_DIVISION,0,761,647105,164248,11065,23969
DFS,0,761,62047,54298,71937,30519
PRIM,0,761,83822,39933,46842,1679
HUNT_AND_KILL,0,761,65703,46812,56672,1763
RECURSIVE_DIVISION,0,761,664560,164337,12251,13995
DFS,0,761,62385,54228,71874,30203
PRIM,0,761,83941,39949,46879,1651
HUNT_AND_KILL,0,761,68469,46902,56827,1579
RECURSIVE_DIVISION,0,761,652405,164128,11309,17011
DFS,0,761,62579,54196,71874,28559
PRIM,0,761,84409,39850,46758,1687
HUNT_AND_KILL,0,761,67271,46822,56752,1639
RECURSIVE_DIVISION,0,761,658356,162594,11988,15883
DFS,0,761,62036,54236,71906,26523
PRIM,0,761,83511,39959,46880,1671
HUNT_AND_KILL,0,761,69084,46758,56721,1611
RECURSIVE_DIVISION,0,761,661679,166240,12092,13605
DFS,0,761,62291,54273,71950,28479
PRIM,0,761,85223,40046,46926,1635
HUNT_AND_KILL,0,761,68954,46990,56812,1611
RECURSIVE_DIVISION,0,761,656849,164867,11580,8293
DFS,0,761,62385,54315,71980,21943
PRIM,0,761,83991,39762,46647,1651
HUNT_AND_KILL,0,761,73596,46978,56973,1975
RECURSIVE_DIVISION,0,761,658966,164298,12115,12557
DFS,0,761,63455,54340,71940,39887
PRIM,0,761,84032,40086,46932,1743
HUNT_AND_KILL,0,761,70906,46754,56757,1731
RECURSIVE_DIVISION,0,761,639820,164167,11362,17299
DFS,0,761,62176,54143,71807,38339
PRIM,0,761,83947,39815,46752,1767
HUNT_AND_KILL,0,761,73707,46846,56757,1995
RECURSIVE_DIVISION,0,761,655850,163014,11720,11503
DFS,0,761,62730,54160,71908,20495
PRIM,0,761,83784,39875,46763,1707
HUNT_AND_KILL,0,761,64790,46712,56744,1843
RECURSIVE_DIVISION,0,761,661620,163413,11599,11599
DFS,0,761,63672,54282,71963,26411
PRIM,0,761,83949,39893,46754,1659
HUNT_AND_KILL,0,761,71873,46729,56599,1735
RECURSIVE_DIVISION,0,761,656142,165432,11983,15841
DFS,0,761,62092,54246,71954,27351
PRIM,0,761,83602,39889,46691,1795
HUNT_AND_KILL,0,761,69632,46525,56624,1567
RECURSIVE_DIVISION,0,761,644309,164304,11942,13519
DFS,0,761,61719,54216,72026,32907
PRIM,0,761,84846,39895,46792,1727
HUNT_AND_KILL,0,761,70563,46685,56581,1691
RECURSIVE_DIVISION,0,761,639543,164555,11800,14917
DFS,0,761,61785,54287,71938,50119
PRIM,0,761,83919,40007,46982,1699
HUNT_AND_KILL,0,761,65716,46689,56798,1687
RECURSIVE_DIVISION,0,761,662100,166466,12153,8671
DFS,0,761,62782,54197,71971,13007
PRIM,0,761,84329,39970,46788,1995
HUNT_AND_KILL,0,761,69276,46851,56690,1611
RECURSIVE_DIVISION,0,761,660475,164585,11839,11943
DFS,0,761,62251,54175,71934,32527
PRIM,0,761,84400,39935,46784,1659
HUNT_AND_KILL,0,761,69946,46813,56771,1647
RECURSIVE_DIVISION,0,761,646369,162142,11579,18495
DFS,0,761,62337,54366,71974,35451
PRIM,0,761,84377,39935,46799,1787
HUNT_AND_KILL,0,761,65322,46598,56479,1651
RECURSIVE_DIVISION,0,761,663841,165578,11770,4243
DFS,0,761,62204,54202,71937,20211
PRIM,0,761,85185,39979,46954,1667
HUNT_AND_KILL,0,761,67033,46763,56610,1631
RECURSIVE_DIVISION,0,761,648025,162901,11448,20763
DFS,0,761,62315,54215,71958,22939
PRIM,0,761,84418,39829,46810,1627
HUNT_AND_KILL,0,761,71140,46561,56568,1651
RECURSIVE_DIVISION,0,761,651874,164931,11637,10961
DFS,0,761,61889,54183,71780,20163
PRIM,0,761,84424,40065,46827,1911
HUNT_AND_KILL,0,761,69607,46943,56887,1611
RECURSIVE_DIVISION,0,761,645276,164225,11731,18865
DFS,0,781,65481,57168,75928,17407
PRIM,0,781,87614,42296,49575,1807
HUNT_AND_KILL,0,781,74389,49241,59751,1875
RECURSIVE_DIVISION,0,781,695380,174613,12750,12943
DFS,0,781,64331,57207,75689,28339
PRIM,0,781,87558,41967,49086,2255
HUNT_AND_KILL,0,781,71973,49232,59842,1715
RECURSIVE_DIVISION,0,781,668774,172542,11944,15377
DFS,0,781,64238,57124,75810,40627
PRIM,0,781,88082,42124,49220,1711
HUNT_AND_KILL,0,781,70989,49452,59987,1635
RECURSIVE_DIVISION,0,781,701130,177380,11250,23673
DFS,0,781,64220,57015,75651,32327
PRIM,0,781,87761,42071,49269,1679
HUNT_AND_KILL,0,781,71599,49392,59835,1639
RECURSIVE_DIVISION,0,781,685735,172692,12774,15749
DFS,0,781,64785,57121,75888,39851
PRIM,0,781,89022,42080,49347,1795
HUNT_AND_KILL,0,781,70968,49439,59922,1643
RECURSIVE_DIVISION,0,781,693523,172530,11675,14287
DFS,0,781,65465,57105,75701,26583
PRIM,0,781,88472,42026,49339,1803
HUNT_AND_KILL,0,781,73534,49394,59828,1623
RECURSIVE_DIVISION,0,781,684962,173660,11892,13789
DFS,0,781,64940,57113,75802,38583
PRIM,0,781,87529,42071,49247,1863
HUNT_AND_KILL,0,781,74725,49170,59633,1867
RECURSIVE_DIVISION,0,781,681646,172775,12727,19767
DFS,0,781,64775,57172,75823,38275
PRIM,0,781,88508,42002,49258,1795
HUNT_AND_KILL,0,781,71693,49133,59640,1691
RECURSIVE_DIVISION,0,781,682345,174492,12452,14553
DFS,0,781,64805,57237,75780,20803
PRIM,0,781,88932,42008,49289,1723
HUNT_AND_KILL,0,781,70337,49419,59897,1687
RECURSIVE_DIVISION,0,781,683366,174955,12243,6939
DFS,0,781,65492,57050,75815,16883
PRIM,0,781,88105,41953,49234,1831
HUNT_AND_KILL,0,781,71511,49427,59798,1619
RECURSIVE_DIVISION,0,781,682886,172391,12500,16127
DFS,0,781,65041,57209,75767,28695
PRIM,0,781,88481,42027,49267,1883
HUNT_AND_KILL,0,781,70189,49318,59680,1655
RECURSIVE_DIVISION,0,781,685382,174558,12423,23715
DFS,0,781,64860,57062,75788,24259
PRIM,0,781,88324,41938,49227,1895
HUNT_AND_KILL,0,781,71729,49351,59751,1623
RECURSIVE_DIVISION,0,781,679389,174382,12458,26861
DFS,0,781,65592,57060,75827,38607
PRIM,0,781,88065,42084,49388,1683
HUNT_AND_KILL,0,781,75140,49216,59678,1739
RECURSIVE_DIVISION,0,781,689958,175556,12776,7199
DFS,0,781,65058,57176,75803,35167
PRIM,0,781,88186,42136,49449,1763
HUNT_AND_KILL,0,781,75535,49286,59801,1635
RECURSIVE_DIVISION,0,781,688992,172888,12348,15891
DFS,0,781,64862,57247,75934,26463
PRIM,0,781,89281,42065,49417,1723
HUNT_AND_KILL,0,781,70538,49350,59814,1671
RECURSIVE_DIVISION,0,781,698639,172679,12781,20081
DFS,0,781,64666,57297,75833,34115
PRIM,0,781,88627,41989,49385,1795
HUNT_AND_KILL,0,781,69278,49305,59884,1643
RECURSIVE_DIVISION,0,781,683329,174005,11875,17705
DFS,0,781,65383,57218,75787,23555
PRIM,0,781,88784,42090,49312,1771
HUNT_AND_KILL,0,781,73868,49233,59704,1703
RECURSIVE_DIVISION,0,781,681153,171727,11806,20095
DFS,0,781,65924,57049,75667,19079
PRIM,0,781,87978,41852,49118,1875
HUNT_AND_KILL,0,781,73534,49248,59647,1703
RECURSIVE_DIVISION,0,781,685301,173862,12284,7321
DFS,0,781,65343,57080,75753,38555
PRIM,0,781,87907,42232,49368,1947
HUNT_AND_KILL,0,781,68462,49407,59860,1771
RECURSIVE_DIVISION,0,781,689243,173662,12443,10285
DFS,0,781,64652,57169,75744,31667
PRIM,0,781,88764,42116,49328,1719
HUNT_AND_KILL,0,781,71614,49312,59715,1627
RECURSIVE_DIVISION,0,781,679093,171495,12146,15685
DFS,0,781,65846,57202,75809,35955
PRIM,0,781,87954,41988,49316,1859
HUNT_AND_KILL,0,781,72033,49391,59887,1615
RECURSIVE_DIVISION,0,781,683252,173109,12392,16491
